Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1506401_P20	(1.0, 44.133696977087965)	(2.0, 5.97535915878327)	(3.0, 2.8806975953724505)	(4.0, 1.809642978719372)	(5.0, 1.3945442206544751)	(6.0, 1.1172178004197377)	(7.0, 0.9534535767446206)	(8.0, 0.8268664143168581)	(9.0, 0.7845936955789843)	('>10', 13.18329811897786)	('>50', 6.293094197535592)	('>100', 13.86208831809656)	('>500', 3.7224964637320843)	('>1k', 3.0629504839801482)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P21	(1.0, 62.69537790371823)	(2.0, 7.011360381427531)	(3.0, 3.1916314163219175)	(4.0, 2.1351339308655612)	(5.0, 1.6443142391576933)	(6.0, 1.260344057602668)	(7.0, 1.1338091935277064)	(8.0, 0.971444681309177)	(9.0, 0.7660971487763876)	('>10', 12.457939539377433)	('>50', 3.7191676349805234)	('>100', 3.0133798729351584)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P22	(1.0, 49.66219276151165)	(2.0, 8.226793013247494)	(3.0, 3.4114680333434655)	(4.0, 2.312184160915949)	(5.0, 1.739948189941497)	(6.0, 1.5847624553652986)	(7.0, 1.189413357593521)	(8.0, 1.1356493932959353)	(9.0, 1.0569092403214404)	('>10', 15.032168154280507)	('>50', 6.082073724374027)	('>100', 6.006824522797744)	('>500', 0.3106879913566262)	('>1k', 2.2489250016548445)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P23	(1.0, 37.794829847525605)	(2.0, 6.941531287733778)	(3.0, 3.745458078495297)	(4.0, 2.730653642509059)	(5.0, 2.0806030325818097)	(6.0, 1.812037001885758)	(7.0, 1.552819971261704)	(8.0, 1.3921678828224107)	(9.0, 1.2278941595241648)	('>10', 20.43557056630087)	('>50', 8.733233657956413)	('>100', 10.917526697869205)	('>500', 0.635674173533943)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P24	(1.0, 40.10457797968482)	(2.0, 6.208232034991586)	(3.0, 2.473891888128218)	(4.0, 1.5864549453287196)	(5.0, 1.2017061801364894)	(6.0, 1.0636689640333663)	(7.0, 0.8430626099765437)	(8.0, 0.8137647804976186)	(9.0, 0.6406722162280287)	('>10', 10.473372646493047)	('>50', 4.896805675149133)	('>100', 9.655649648131435)	('>500', 4.093774469247383)	('>1k', 4.066910639452521)	('>5k', 1.426666667071716)	('>10k+', 10.450788655449385)
HP1506401_P3	(1.0, 62.13554585357246)	(2.0, 6.303135406688345)	(3.0, 2.803530228042018)	(4.0, 1.8521179328149302)	(5.0, 1.4657862656506209)	(6.0, 1.2411309913318922)	(7.0, 0.9515005101840078)	(8.0, 0.8981362508243185)	(9.0, 0.7716373617440597)	('>10', 11.797985206832697)	('>50', 4.38358880099562)	('>100', 4.313129279510041)	('>500', 0.29477963070497026)	('>1k', 0.7879962811040182)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P4	(1.0, 46.30428826607883)	(2.0, 7.567617099627605)	(3.0, 3.163811207026278)	(4.0, 1.9270592770259867)	(5.0, 1.3944368279027475)	(6.0, 1.0604646979258268)	(7.0, 0.8511804419615779)	(8.0, 0.7617658652397552)	(9.0, 0.703479030433123)	('>10', 10.00215639405432)	('>50', 4.407840950071615)	('>100', 10.093692908901524)	('>500', 3.9770582015820093)	('>1k', 3.2929475483719)	('>5k', 0.0)	('>10k+', 4.492201283796944)
HP1506401_P5	(1.0, 48.83798751687329)	(2.0, 6.813511680188148)	(3.0, 2.9178808523999376)	(4.0, 1.8192572508450098)	(5.0, 1.3207360874857659)	(6.0, 1.0609041031714113)	(7.0, 0.8940188487744173)	(8.0, 0.722311565709968)	(9.0, 0.6104914175599788)	('>10', 9.257412891527503)	('>50', 4.65987741629112)	('>100', 14.148243296265086)	('>500', 5.246195290328984)	('>1k', 1.6911717825794266)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P6	(1.0, 34.11188331502063)	(2.0, 5.822739009279136)	(3.0, 3.016313789290425)	(4.0, 2.166151325737845)	(5.0, 1.755907274064265)	(6.0, 1.3942186641016603)	(7.0, 1.2446937638936562)	(8.0, 0.9343285656240692)	(9.0, 0.9601923321465348)	('>10', 14.312765920721308)	('>50', 5.290756739251866)	('>100', 9.583333739277327)	('>500', 5.788634244809328)	('>1k', 2.4615031545052792)	('>5k', 6.50999085797497)	('>10k+', 4.646587304301708)
HP1506401_P7	(1.0, 72.12044555061406)	(2.0, 10.069770288465461)	(3.0, 4.235178913868374)	(4.0, 2.95401689175405)	(5.0, 2.0196662450528375)	(6.0, 1.2240401485168715)	(7.0, 1.085315598351626)	(8.0, 0.685462483169448)	(9.0, 0.8813089069321474)	('>10', 4.198457709412868)	('>50', 0.5263372638622547)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1506401_P8	(1.0, 34.29002844334156)	(2.0, 5.832640782835672)	(3.0, 3.2270902344527292)	(4.0, 2.3246286563740006)	(5.0, 1.7996558706822892)	(6.0, 1.4678168857467255)	(7.0, 1.1430009481113854)	(8.0, 0.9691805274308524)	(9.0, 0.9481113855301815)	('>10', 14.691044444184332)	('>50', 5.65121206091323)	('>100', 10.819004365994404)	('>500', 4.2665012348858165)	('>1k', 1.5626280242997437)	('>5k', 11.00745613521707)	('>10k+', 0.0)
HP1506401_P9	(1.0, 45.6286195928068)	(2.0, 5.425803507155399)	(3.0, 2.5716296511750105)	(4.0, 1.8231195208891957)	(5.0, 1.327374003452745)	(6.0, 1.0906540570217835)	(7.0, 1.0012552346204753)	(8.0, 0.7831048483422589)	(9.0, 0.7485675272608261)	('>10', 14.46301045403025)	('>50', 7.092349342346537)	('>100', 13.644026313303431)	('>500', 1.1865434394750158)	('>1k', 3.213942508120265)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A1	(1.0, 91.30434782608695)	(2.0, 6.260869565217392)	(3.0, 0.5217391304347827)	(4.0, 0.6956521739130435)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.2173913043478262)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A10	(1.0, 59.19363395225464)	(2.0, 8.424403183023871)	(3.0, 4.870026525198939)	(4.0, 3.550839964633068)	(5.0, 2.882404951370469)	(6.0, 1.9522546419098143)	(7.0, 1.336870026525199)	(8.0, 1.414677276746242)	(9.0, 1.5278514588859415)	('>10', 12.014146772767463)	('>50', 2.465075154730327)	('>100', 0.367816091954023)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A11	(1.0, 64.09879717197686)	(2.0, 10.173537783490955)	(3.0, 5.42649894408227)	(4.0, 3.5993021761087136)	(5.0, 2.4791111927279403)	(6.0, 2.534202552566339)	(7.0, 1.7996510880543568)	(8.0, 1.0283720503167753)	(9.0, 1.3221926361215683)	('>10', 7.538334404554218)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A12	(1.0, 32.1743402932467)	(2.0, 6.800013739785377)	(3.0, 3.8227390449555783)	(4.0, 2.757903576480438)	(5.0, 2.2405918278781627)	(6.0, 1.8424895867290594)	(7.0, 1.527440759735121)	(8.0, 1.4142574661249772)	(9.0, 1.232666223832345)	('>10', 20.2123816276075)	('>50', 9.907116811246846)	('>100', 14.563855879057927)	('>500', 1.5042031633199608)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A13	(1.0, 51.34719649646422)	(2.0, 7.322029831047386)	(3.0, 4.184445560963172)	(4.0, 2.831624809712713)	(5.0, 2.399682042129418)	(6.0, 2.105720991968564)	(7.0, 1.8162593456367033)	(8.0, 1.4518076354882978)	(9.0, 1.214839033828018)	('>10', 18.365816529309868)	('>50', 4.131952516291591)	('>100', 2.828625207160051)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A14	(1.0, 50.76544884292616)	(2.0, 7.286598287700263)	(3.0, 4.188352971094346)	(4.0, 2.9397304399423585)	(5.0, 2.2717640077985926)	(6.0, 1.9530389081969992)	(7.0, 1.756378740357718)	(8.0, 1.3834025599728743)	(9.0, 1.3808595405611597)	('>10', 18.457234890226328)	('>50', 4.666440620496736)	('>100', 2.9507501907264557)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A15	(1.0, 75.11993022241606)	(2.0, 8.940252943741823)	(3.0, 4.513737461840384)	(4.0, 3.663323157435674)	(5.0, 1.0902747492368077)	(6.0, 0.6541648495420846)	(7.0, 1.831661578717837)	(8.0, 1.0466637592673353)	(9.0, 1.1774967291757523)	('>10', 1.962494548626254)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A16	(1.0, 38.602275387040144)	(2.0, 7.342253942656929)	(3.0, 3.9789347431793387)	(4.0, 2.8432471104110424)	(5.0, 2.2830280970103884)	(6.0, 1.991712398703855)	(7.0, 1.6519958495100757)	(8.0, 1.5006177831773968)	(9.0, 1.3069896821222489)	('>10', 19.113793196705895)	('>50', 6.958975333835378)	('>100', 10.27671837306878)	('>500', 2.1494581025785418)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A17	(1.0, 70.71672027267054)	(2.0, 11.28126350151217)	(3.0, 5.25658873793865)	(4.0, 3.187557006384715)	(5.0, 2.1122365704958956)	(6.0, 1.3249483942201525)	(7.0, 1.0081129086457683)	(8.0, 0.9217032307618453)	(9.0, 0.691277423071384)	('>10', 3.4995919542988814)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A18	(1.0, 37.16707104854724)	(2.0, 5.686506222058351)	(3.0, 2.859594854473607)	(4.0, 2.033124128761315)	(5.0, 1.5839652733145242)	(6.0, 1.3927228113176324)	(7.0, 1.206773885513672)	(8.0, 1.0154028927298244)	(9.0, 0.9652408002630113)	('>10', 16.36577277664576)	('>50', 7.918721259609468)	('>100', 13.971569521928592)	('>500', 4.426335139436983)	('>1k', 3.4071993854000233)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A19	(1.0, 62.60544267586005)	(2.0, 9.71172889312697)	(3.0, 4.90721044524316)	(4.0, 3.168781632802758)	(5.0, 2.567299933983716)	(6.0, 1.276314824323333)	(7.0, 2.1565319445463214)	(8.0, 0.9975794029193867)	(9.0, 0.6601628401672412)	('>10', 10.188513166581089)	('>50', 1.7604342404459765)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A2	(1.0, 22.13611477591228)	(2.0, 5.906042014900419)	(3.0, 3.4692308291176555)	(4.0, 2.636362462520794)	(5.0, 2.2446851191262063)	(6.0, 1.7780295791902077)	(7.0, 1.6825886276233375)	(8.0, 1.4092268898021791)	(9.0, 1.2380812328257855)	('>10', 21.198495798019234)	('>50', 9.455134763559855)	('>100', 19.38305572238152)	('>500', 6.0764072497573896)	('>1k', 1.386544935263139)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A20	(1.0, 50.932159498534546)	(2.0, 7.003707631471088)	(3.0, 3.5011644424102712)	(4.0, 2.532185742076883)	(5.0, 2.013513997325587)	(6.0, 1.5479920610833555)	(7.0, 1.3349785455640684)	(8.0, 1.2291221806726906)	(9.0, 1.053654710567329)	('>10', 15.30534285929622)	('>50', 5.285542424375177)	('>100', 7.165063847568685)	('>500', 1.0955720590541258)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A21	(1.0, 94.84848484848484)	(2.0, 4.242424242424243)	(3.0, 0.9090909090909091)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A22	(1.0, 65.20408268787293)	(2.0, 7.811708255343791)	(3.0, 3.685587532703902)	(4.0, 2.651472063370596)	(5.0, 2.0475486292799454)	(6.0, 1.7311092956639538)	(7.0, 1.2740302582186327)	(8.0, 1.1747551731626353)	(9.0, 0.9493180008479747)	('>10', 10.505579052957053)	('>50', 1.7259387183172874)	('>100', 1.2388703322613004)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A23	(1.0, 41.00491076775662)	(2.0, 8.995089232243382)	(3.0, 5.713259072942868)	(4.0, 4.527488321954725)	(5.0, 3.2039765241346267)	(6.0, 3.0542579949694573)	(7.0, 2.5152712899748475)	(8.0, 1.7726673853156065)	(9.0, 1.8325547969816744)	('>10', 21.098335129955682)	('>50', 4.880824050784525)	('>100', 1.4013654329859864)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A24	(1.0, 20.142561662683033)	(2.0, 4.785605970162299)	(3.0, 2.9425312220627933)	(4.0, 2.1013944027207043)	(5.0, 1.7673292673593275)	(6.0, 1.5377747156720152)	(7.0, 1.2677026008265593)	(8.0, 1.126832053807353)	(9.0, 1.1781321002130254)	('>10', 18.43263736369328)	('>50', 9.54888449992479)	('>100', 20.500559923977104)	('>500', 7.212078937790547)	('>1k', 5.054823538076157)	('>5k', 2.401151741031014)	('>10k+', 0.0)
HP1507101_A3	(1.0, 28.947591595889193)	(2.0, 4.969516167389736)	(3.0, 2.9474967757887884)	(4.0, 2.2246050475242725)	(5.0, 1.7932760337633802)	(6.0, 1.549280292984386)	(7.0, 1.3098180476576273)	(8.0, 1.1668214665560197)	(9.0, 1.027482600282651)	('>10', 17.902324890922632)	('>50', 8.702869111932669)	('>100', 17.25987735702297)	('>500', 6.144693908851115)	('>1k', 4.054346703434552)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A4	(1.0, 33.72114199207277)	(2.0, 5.693396027984959)	(3.0, 2.7577747686055503)	(4.0, 1.7957106016953974)	(5.0, 1.4053305294329312)	(6.0, 1.1904749102250654)	(7.0, 0.9684482852364087)	(8.0, 0.910838591873808)	(9.0, 0.7349899185157533)	('>10', 13.348210359767329)	('>50', 6.810310082318193)	('>100', 17.300846892008142)	('>500', 5.443972595348918)	('>1k', 7.918554444914773)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A5	(1.0, 44.067054516000155)	(2.0, 6.206319061718395)	(3.0, 3.5875151190091783)	(4.0, 2.55477049207244)	(5.0, 2.044144770327884)	(6.0, 1.7371125839412864)	(7.0, 1.4941138481914655)	(8.0, 1.3310201021251444)	(9.0, 1.0491634604333477)	('>10', 18.97415128313184)	('>50', 7.0026324863039555)	('>100', 9.952002276744912)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A6	(1.0, 41.29868655850584)	(2.0, 6.6258488817145995)	(3.0, 3.9005996557181684)	(4.0, 2.6457995724851977)	(5.0, 2.1722544154460217)	(6.0, 1.978674704113096)	(7.0, 1.6198901577012568)	(8.0, 1.4780157764311972)	(9.0, 1.28821938193214)	('>10', 20.74455675290527)	('>50', 8.609568008272852)	('>100', 7.637886134774356)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A7	(1.0, 68.03915632253506)	(2.0, 9.385407205570694)	(3.0, 4.798667877686951)	(4.0, 3.1688364113432232)	(5.0, 2.018367140982945)	(6.0, 1.6954283984256735)	(7.0, 1.0596427490160458)	(8.0, 0.8477141992128367)	(9.0, 0.9082652134423252)	('>10', 8.078514481784236)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A8	(1.0, 63.76217836622533)	(2.0, 9.053210092430678)	(3.0, 5.261054209342992)	(4.0, 2.957781663752186)	(5.0, 1.9735198601049213)	(6.0, 1.7087184611541344)	(7.0, 1.4339245565825631)	(8.0, 1.1991006744941295)	(9.0, 1.1691231576317762)	('>10', 10.047464401698726)	('>50', 1.4339245565825631)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_A9	(1.0, 34.57186667742717)	(2.0, 8.583649422968282)	(3.0, 5.224759906383666)	(4.0, 4.022274231296909)	(5.0, 3.2523605842950527)	(6.0, 2.76975223952869)	(7.0, 2.2823016705673473)	(8.0, 2.195141635057703)	(9.0, 1.743200710192882)	('>10', 23.425066580582683)	('>50', 7.724961665725123)	('>100', 4.204664675974498)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B1	(1.0, 47.995015568541554)	(2.0, 6.9215160877179205)	(3.0, 3.2620246745747914)	(4.0, 2.2020750743009465)	(5.0, 1.7984049249572385)	(6.0, 1.4070085048784116)	(7.0, 1.160630103154011)	(8.0, 0.9969197355096922)	(9.0, 0.9139826883760478)	('>10', 14.708538206782116)	('>50', 6.601977148558253)	('>100', 10.08958291737395)	('>500', 1.1571666565541485)	('>1k', 0.7851577087209313)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B10	(1.0, 39.326445274525895)	(2.0, 6.915692609142707)	(3.0, 3.789139310469695)	(4.0, 2.625104922652406)	(5.0, 2.3316955044724175)	(6.0, 1.8989709905720895)	(7.0, 1.658244779368474)	(8.0, 1.5334407843293811)	(9.0, 1.2631106214899877)	('>10', 19.37428961478565)	('>50', 6.726699853371176)	('>100', 10.327177370631041)	('>500', 2.2299883641890723)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B11	(1.0, 38.65681097152006)	(2.0, 6.903601288120181)	(3.0, 3.7047038500976734)	(4.0, 2.6037035273356675)	(5.0, 2.0102319552132273)	(6.0, 1.797781369209576)	(7.0, 1.7602009979245263)	(8.0, 1.3670385019398057)	(9.0, 1.2795146954131718)	('>10', 19.433526671376676)	('>50', 7.052844303707059)	('>100', 10.869623210545772)	('>500', 2.5604186575966073)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B12	(1.0, 41.62268395654704)	(2.0, 8.280171578232117)	(3.0, 4.1728479158339535)	(4.0, 2.818716743415315)	(5.0, 2.2017669892042764)	(6.0, 1.6952355308564822)	(7.0, 1.562109115381207)	(8.0, 1.399202266704365)	(9.0, 1.336972529003032)	('>10', 17.69734122583097)	('>50', 5.822108298958877)	('>100', 11.133993436979896)	('>500', 0.25685041305245665)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B13	(1.0, 34.95763498866255)	(2.0, 5.6282436341781805)	(3.0, 2.9294404636150135)	(4.0, 2.020537981254358)	(5.0, 1.5654442634753547)	(6.0, 1.28605222161381)	(7.0, 1.1586946418256647)	(8.0, 0.9726202643269004)	(9.0, 0.8425120135584586)	('>10', 15.223451035007972)	('>50', 7.763251309038481)	('>100', 17.379043347593324)	('>500', 4.524988721162391)	('>1k', 3.7480851146875516)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B14	(1.0, 46.59509449150086)	(2.0, 7.439729423203845)	(3.0, 3.4634868575194697)	(4.0, 2.3954311872024694)	(5.0, 1.7624553027057703)	(6.0, 1.4132618021433245)	(7.0, 1.1828423356192346)	(8.0, 1.0022103521855081)	(9.0, 1.0321622901936216)	('>10', 15.385490872472863)	('>50', 5.879334247016032)	('>100', 9.348429379814444)	('>500', 2.3843427160158037)	('>1k', 0.7157287424067447)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B15	(1.0, 41.267295399888276)	(2.0, 6.3031775308531905)	(3.0, 3.152540681466292)	(4.0, 2.242647469555545)	(5.0, 1.6854504197238016)	(6.0, 1.3509469766522337)	(7.0, 1.1540932767825822)	(8.0, 1.0584309955105604)	(9.0, 0.8724868391115569)	('>10', 15.654319171833336)	('>50', 7.431721866900971)	('>100', 14.71581635133543)	('>500', 2.283734053302866)	('>1k', 0.8273389670833421)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B16	(1.0, 47.22152203063315)	(2.0, 6.732715634425207)	(3.0, 3.3614220861893043)	(4.0, 2.3517643495725955)	(5.0, 1.8670182103916122)	(6.0, 1.4161869743847155)	(7.0, 1.332243417483316)	(8.0, 1.1872248139419137)	(9.0, 1.0659416218155502)	('>10', 16.869669871378434)	('>50', 6.242476347038175)	('>100', 8.318572427944696)	('>500', 2.033242214801339)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B17	(1.0, 30.04772224596352)	(2.0, 6.275840019362525)	(3.0, 3.745481188145811)	(4.0, 2.9019295321290635)	(5.0, 2.335276105548479)	(6.0, 1.8425668012114333)	(7.0, 1.6558201659535179)	(8.0, 1.3430667101377363)	(9.0, 1.1544337452307507)	('>10', 20.748494341978954)	('>50', 8.820477439050638)	('>100', 15.59692807036918)	('>500', 3.5319636349183945)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B18	(1.0, 51.03057403641046)	(2.0, 7.58158278935216)	(3.0, 3.6535233111747356)	(4.0, 2.6758133160107995)	(5.0, 2.0168332918586143)	(6.0, 1.645040456768556)	(7.0, 1.4526975637101929)	(8.0, 1.2485172708669836)	(9.0, 1.109913460789162)	('>10', 15.79170379928166)	('>50', 4.385815965472089)	('>100', 6.7788802182455825)	('>500', 0.6291045200590112)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B19	(1.0, 38.64964022643876)	(2.0, 6.2375382483629105)	(3.0, 3.106336288110745)	(4.0, 2.2109383228982122)	(5.0, 1.6711435956341132)	(6.0, 1.428035250034507)	(7.0, 1.2216771705087752)	(8.0, 1.049921251121172)	(9.0, 0.8844113379244916)	('>10', 16.012663792820675)	('>50', 7.884236321032483)	('>100', 13.75712706929634)	('>500', 3.244119171619717)	('>1k', 2.6422119541970863)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B2	(1.0, 28.89341756674139)	(2.0, 5.377012431220705)	(3.0, 3.2035867128591806)	(4.0, 2.522926431628286)	(5.0, 2.0812105155899734)	(6.0, 1.6812716527409823)	(7.0, 1.544222539229672)	(8.0, 1.2675769309150193)	(9.0, 1.105054004483391)	('>10', 20.529345832484207)	('>50', 8.809863460362747)	('>100', 20.196657835744855)	('>500', 2.7878540859995926)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B20	(1.0, 38.23525466951215)	(2.0, 5.824711783356276)	(3.0, 3.09616014866947)	(4.0, 2.1909218784856637)	(5.0, 1.7193251083552525)	(6.0, 1.3649645130036676)	(7.0, 1.3527537084359986)	(8.0, 1.1409333390835519)	(9.0, 1.0325386843350284)	('>10', 16.234419133905657)	('>50', 7.3292789055929495)	('>100', 15.955213533871627)	('>500', 3.326385992742168)	('>1k', 1.197138600650548)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B21	(1.0, 92.93103448275862)	(2.0, 4.482758620689655)	(3.0, 0.5172413793103449)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.0689655172413794)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B22	(1.0, 90.13254786450663)	(2.0, 5.792832596956308)	(3.0, 1.3254786450662739)	(4.0, 1.5709376534118802)	(5.0, 0.24545900834560627)	(6.0, 0.5891016200294551)	(7.0, 0.3436426116838488)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B23	(1.0, 41.19068346245394)	(2.0, 6.526695783060369)	(3.0, 3.112665452794128)	(4.0, 2.2459717919131315)	(5.0, 1.6799519809571999)	(6.0, 1.4515668957108352)	(7.0, 1.2370192904414592)	(8.0, 1.0931789380196744)	(9.0, 0.9296817971565646)	('>10', 16.071320259633186)	('>50', 7.107255214330054)	('>100', 12.340943859053079)	('>500', 2.5867494759785026)	('>1k', 2.4263157984978525)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B24	(1.0, 41.86132114502668)	(2.0, 6.173747902478474)	(3.0, 2.966911275358249)	(4.0, 2.2593903543990437)	(5.0, 1.6829994681514124)	(6.0, 1.4517765777465217)	(7.0, 1.2122878086541782)	(8.0, 1.1211447453175498)	(9.0, 1.005921393931162)	('>10', 17.254369112062427)	('>50', 6.629086437877183)	('>100', 11.3491016077203)	('>500', 3.5413242014624444)	('>1k', 1.4906179698144042)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B3	(1.0, 43.020056383288875)	(2.0, 6.349872649380492)	(3.0, 3.0322419294916063)	(4.0, 2.049165903171948)	(5.0, 1.6677712167589127)	(6.0, 1.3144217042068636)	(7.0, 1.0734761954686425)	(8.0, 0.9952683372258516)	(9.0, 0.900112737078943)	('>10', 15.10480473394985)	('>50', 7.091470840222993)	('>100', 12.043004915000983)	('>500', 3.0788090569570543)	('>1k', 2.279523397796981)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B4	(1.0, 45.58233049834134)	(2.0, 6.312477613257046)	(3.0, 3.152183921637596)	(4.0, 2.147070093589549)	(5.0, 1.6599558352160377)	(6.0, 1.452542068982551)	(7.0, 1.301788134946422)	(8.0, 1.1622163554988243)	(9.0, 0.9695026037326285)	('>10', 16.688960669394852)	('>50', 6.789929132486809)	('>100', 10.515731804461016)	('>500', 1.6005358709915702)	('>1k', 0.6647753974637625)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B5	(1.0, 35.280174959386216)	(2.0, 5.318697793099432)	(3.0, 2.8418580999718146)	(4.0, 2.084614177237514)	(5.0, 1.6506590922492137)	(6.0, 1.3981292864975134)	(7.0, 1.324964321693041)	(8.0, 1.1306656878750985)	(9.0, 1.0079969080117295)	('>10', 17.03589124100034)	('>50', 7.572965438876493)	('>100', 18.62740170001699)	('>500', 3.26811732261623)	('>1k', 1.457863971468373)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B6	(1.0, 41.93767622462424)	(2.0, 6.185982691377885)	(3.0, 3.042671883532012)	(4.0, 2.0705882377413065)	(5.0, 1.6297833092076317)	(6.0, 1.3074336888303928)	(7.0, 1.1610799624526238)	(8.0, 1.0972031934887228)	(9.0, 0.8984711715384629)	('>10', 15.450884860801203)	('>50', 7.36580343938239)	('>100', 12.682266713214421)	('>500', 3.160412421249749)	('>1k', 2.009742202558975)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B7	(1.0, 41.15089938694224)	(2.0, 6.527664852143772)	(3.0, 3.3595044346288385)	(4.0, 2.281833781763825)	(5.0, 1.825317379559506)	(6.0, 1.521664696242358)	(7.0, 1.2659824400155273)	(8.0, 1.1506000526286015)	(9.0, 0.9881394788174439)	('>10', 16.68721236161736)	('>50', 6.67314208411761)	('>100', 11.733807381271234)	('>500', 3.0793289737271103)	('>1k', 1.7549026965245966)	('>5k', 0.0)	('>10k+', 0.0)
