Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
HP1507101_G8	HP1507101_G8.fastq	Conventional base calls	Illumina 1.5	1002870.0	43.1 Mbp	0.0	43.0	53.0	45.40562852050209	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1507101_G9	HP1507101_G9.fastq	Conventional base calls	Illumina 1.5	407112.0	17.5 Mbp	0.0	43.0	52.0	48.7674276862684	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H1	HP1507101_H1.fastq	Conventional base calls	Illumina 1.5	1390182.0	59.7 Mbp	0.0	43.0	50.0	53.70977791621051	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H10	HP1507101_H10.fastq	Conventional base calls	Illumina 1.5	943102.0	40.5 Mbp	0.0	43.0	51.0	52.17146368854516	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_H11	HP1507101_H11.fastq	Conventional base calls	Illumina 1.5	665016.0	28.5 Mbp	0.0	43.0	51.0	46.79459487066256	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H12	HP1507101_H12.fastq	Conventional base calls	Illumina 1.5	1480253.0	63.6 Mbp	0.0	43.0	48.0	43.96634074760535	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H13	HP1507101_H13.fastq	Conventional base calls	Illumina 1.5	1058476.0	45.5 Mbp	0.0	43.0	48.0	23.338192249501947	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
HP1507101_H14	HP1507101_H14.fastq	Conventional base calls	Illumina 1.5	935099.0	40.2 Mbp	0.0	43.0	51.0	50.95819342422166	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H15	HP1507101_H15.fastq	Conventional base calls	Illumina 1.5	1138655.0	48.9 Mbp	0.0	43.0	51.0	52.090025627733915	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H16	HP1507101_H16.fastq	Conventional base calls	Illumina 1.5	639760.0	27.5 Mbp	0.0	43.0	52.0	59.3106832832912	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H17	HP1507101_H17.fastq	Conventional base calls	Illumina 1.5	1028027.0	44.2 Mbp	0.0	43.0	54.0	40.07707704466322	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_H18	HP1507101_H18.fastq	Conventional base calls	Illumina 1.5	538464.0	23.1 Mbp	0.0	43.0	51.0	29.641479573874292	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_H19	HP1507101_H19.fastq	Conventional base calls	Illumina 1.5	541511.0	23.2 Mbp	0.0	43.0	52.0	28.61353614738936	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_H2	HP1507101_H2.fastq	Conventional base calls	Illumina 1.5	221703.0	9.5 Mbp	0.0	43.0	52.0	46.95491730128278	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H20	HP1507101_H20.fastq	Conventional base calls	Illumina 1.5	390016.0	16.7 Mbp	0.0	43.0	53.0	50.30072605407887	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H21	HP1507101_H21.fastq	Conventional base calls	Illumina 1.5	706603.0	30.3 Mbp	0.0	43.0	51.0	40.67930539430276	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H22	HP1507101_H22.fastq	Conventional base calls	Illumina 1.5	864492.0	37.1 Mbp	0.0	43.0	51.0	50.6950618187217	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H23	HP1507101_H23.fastq	Conventional base calls	Illumina 1.5	882073.0	37.9 Mbp	0.0	43.0	51.0	44.78412437680584	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H24	HP1507101_H24.fastq	Conventional base calls	Illumina 1.5	369044.0	15.8 Mbp	0.0	43.0	52.0	38.64495417240712	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H3	HP1507101_H3.fastq	Conventional base calls	Illumina 1.5	822449.0	35.3 Mbp	0.0	43.0	52.0	50.113629486296205	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H4	HP1507101_H4.fastq	Conventional base calls	Illumina 1.5	738676.0	31.7 Mbp	0.0	43.0	53.0	44.57912067245404	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_H5	HP1507101_H5.fastq	Conventional base calls	Illumina 1.5	1057661.0	45.4 Mbp	0.0	43.0	51.0	50.53496521494514	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_H6	HP1507101_H6.fastq	Conventional base calls	Illumina 1.5	1172203.0	50.4 Mbp	0.0	43.0	50.0	45.47896190157523	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H7	HP1507101_H7.fastq	Conventional base calls	Illumina 1.5	142910.0	6.1 Mbp	0.0	43.0	53.0	64.12987194737947	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_H8	HP1507101_H8.fastq	Conventional base calls	Illumina 1.5	119147.0	5.1 Mbp	0.0	43.0	54.0	36.095747270178855	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_H9	HP1507101_H9.fastq	Conventional base calls	Illumina 1.5	646591.0	27.8 Mbp	0.0	43.0	52.0	48.93742145075037	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I1	HP1507101_I1.fastq	Conventional base calls	Illumina 1.5	5221.0	224.5 kbp	0.0	43.0	53.0	84.67726489178318	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1507101_I10	HP1507101_I10.fastq	Conventional base calls	Illumina 1.5	191808.0	8.2 Mbp	0.0	43.0	54.0	53.595681401755535	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I11	HP1507101_I11.fastq	Conventional base calls	Illumina 1.5	1071917.0	46 Mbp	0.0	43.0	50.0	47.273513174185986	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I12	HP1507101_I12.fastq	Conventional base calls	Illumina 1.5	724536.0	31.1 Mbp	0.0	43.0	55.0	42.843276973676815	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_I13	HP1507101_I13.fastq	Conventional base calls	Illumina 1.5	1268995.0	54.5 Mbp	0.0	43.0	49.0	50.83370100614424	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I14	HP1507101_I14.fastq	Conventional base calls	Illumina 1.5	128356.0	5.5 Mbp	0.0	43.0	53.0	37.4505282183926	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_I15	HP1507101_I15.fastq	Conventional base calls	Illumina 1.5	30228.0	1.2 Mbp	0.0	43.0	54.0	72.16157205240175	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1507101_I16	HP1507101_I16.fastq	Conventional base calls	Illumina 1.5	556348.0	23.9 Mbp	0.0	43.0	53.0	49.53784862691087	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I17	HP1507101_I17.fastq	Conventional base calls	Illumina 1.5	1669450.0	71.7 Mbp	0.0	43.0	50.0	50.3279390872136	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I18	HP1507101_I18.fastq	Conventional base calls	Illumina 1.5	887206.0	38.1 Mbp	0.0	43.0	54.0	53.15371922596812	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I19	HP1507101_I19.fastq	Conventional base calls	Illumina 1.5	86323.0	3.7 Mbp	0.0	43.0	53.0	63.504512123072644	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I2	HP1507101_I2.fastq	Conventional base calls	Illumina 1.5	2104071.0	90.4 Mbp	0.0	43.0	50.0	48.766916128387365	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I20	HP1507101_I20.fastq	Conventional base calls	Illumina 1.5	1723026.0	74 Mbp	0.0	43.0	51.0	43.73944696008813	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I21	HP1507101_I21.fastq	Conventional base calls	Illumina 1.5	9058.0	389.4 kbp	0.0	43.0	54.0	77.77655111503643	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1507101_I22	HP1507101_I22.fastq	Conventional base calls	Illumina 1.5	689277.0	29.6 Mbp	0.0	43.0	53.0	46.07079906034424	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I23	HP1507101_I23.fastq	Conventional base calls	Illumina 1.5	238397.0	10.2 Mbp	0.0	43.0	53.0	48.331181364364134	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I24	HP1507101_I24.fastq	Conventional base calls	Illumina 1.5	1457145.0	62.6 Mbp	0.0	43.0	50.0	35.22171180329212	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_I3	HP1507101_I3.fastq	Conventional base calls	Illumina 1.5	94990.0	4 Mbp	0.0	43.0	52.0	40.836930203179286	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I4	HP1507101_I4.fastq	Conventional base calls	Illumina 1.5	862290.0	37 Mbp	0.0	43.0	52.0	46.27058919351888	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I5	HP1507101_I5.fastq	Conventional base calls	Illumina 1.5	682071.0	29.3 Mbp	0.0	43.0	51.0	50.91769732106799	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_I6	HP1507101_I6.fastq	Conventional base calls	Illumina 1.5	1275182.0	54.8 Mbp	0.0	43.0	52.0	52.28504009371381	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_I7	HP1507101_I7.fastq	Conventional base calls	Illumina 1.5	183127.0	7.8 Mbp	0.0	43.0	51.0	38.85063371321542	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_I8	HP1507101_I8.fastq	Conventional base calls	Illumina 1.5	892805.0	38.3 Mbp	0.0	43.0	51.0	47.55117567149642	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_I9	HP1507101_I9.fastq	Conventional base calls	Illumina 1.5	223089.0	9.5 Mbp	0.0	43.0	52.0	29.910932408142045	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J1	HP1507101_J1.fastq	Conventional base calls	Illumina 1.5	209861.0	9 Mbp	0.0	43.0	52.0	55.18782685244625	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_J10	HP1507101_J10.fastq	Conventional base calls	Illumina 1.5	98039.0	4.2 Mbp	0.0	43.0	53.0	33.811034384275644	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J11	HP1507101_J11.fastq	Conventional base calls	Illumina 1.5	1019466.0	43.8 Mbp	0.0	43.0	51.0	49.29969831094023	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J12	HP1507101_J12.fastq	Conventional base calls	Illumina 1.5	529392.0	22.7 Mbp	0.0	43.0	54.0	56.12335697163516	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J13	HP1507101_J13.fastq	Conventional base calls	Illumina 1.5	2981537.0	128.2 Mbp	0.0	43.0	49.0	45.15432464904702	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J14	HP1507101_J14.fastq	Conventional base calls	Illumina 1.5	470442.0	20.2 Mbp	0.0	43.0	53.0	45.02092498791533	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J15	HP1507101_J15.fastq	Conventional base calls	Illumina 1.5	890837.0	38.3 Mbp	0.0	43.0	52.0	53.321798495952045	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J16	HP1507101_J16.fastq	Conventional base calls	Illumina 1.5	159259.0	6.8 Mbp	0.0	43.0	53.0	32.105563892778434	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J17	HP1507101_J17.fastq	Conventional base calls	Illumina 1.5	900858.0	38.7 Mbp	0.0	43.0	52.0	46.097007492666386	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J18	HP1507101_J18.fastq	Conventional base calls	Illumina 1.5	388190.0	16.6 Mbp	0.0	43.0	53.0	51.17278206415996	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J19	HP1507101_J19.fastq	Conventional base calls	Illumina 1.5	211513.0	9 Mbp	0.0	43.0	54.0	48.62557800336857	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J2	HP1507101_J2.fastq	Conventional base calls	Illumina 1.5	1546506.0	66.4 Mbp	0.0	43.0	51.0	50.748870118047186	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J20	HP1507101_J20.fastq	Conventional base calls	Illumina 1.5	658421.0	28.3 Mbp	0.0	43.0	54.0	46.83416206290067	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1507101_J21	HP1507101_J21.fastq	Conventional base calls	Illumina 1.5	60351.0	2.5 Mbp	0.0	43.0	54.0	64.31707842454972	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J22	HP1507101_J22.fastq	Conventional base calls	Illumina 1.5	398730.0	17.1 Mbp	0.0	43.0	52.0	50.54375014395395	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_J23	HP1507101_J23.fastq	Conventional base calls	Illumina 1.5	690492.0	29.6 Mbp	0.0	43.0	51.0	48.12330735337702	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J24	HP1507101_J24.fastq	Conventional base calls	Illumina 1.5	885649.0	38 Mbp	0.0	43.0	51.0	41.101276684911824	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J3	HP1507101_J3.fastq	Conventional base calls	Illumina 1.5	1164624.0	50 Mbp	0.0	43.0	50.0	43.545466323847556	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J4	HP1507101_J4.fastq	Conventional base calls	Illumina 1.5	711017.0	30.5 Mbp	0.0	43.0	50.0	44.16696401878491	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J5	HP1507101_J5.fastq	Conventional base calls	Illumina 1.5	916671.0	39.4 Mbp	0.0	43.0	52.0	49.65575005710588	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1507101_J6	HP1507101_J6.fastq	Conventional base calls	Illumina 1.5	395607.0	17 Mbp	0.0	43.0	52.0	26.217953175643732	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_J7	HP1507101_J7.fastq	Conventional base calls	Illumina 1.5	1675219.0	72 Mbp	0.0	43.0	50.0	44.55379994863899	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_J8	HP1507101_J8.fastq	Conventional base calls	Illumina 1.5	1608180.0	69.1 Mbp	0.0	43.0	51.0	45.06547260946145	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1507101_J9	HP1507101_J9.fastq	Conventional base calls	Illumina 1.5	982719.0	42.2 Mbp	0.0	43.0	53.0	41.305998874825846	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K1	HP1507101_K1.fastq	Conventional base calls	Illumina 1.5	16391.0	704.8 kbp	0.0	43.0	52.0	79.71447745714111	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1507101_K10	HP1507101_K10.fastq	Conventional base calls	Illumina 1.5	18098.0	778.2 kbp	0.0	43.0	54.0	78.77666040446458	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1507101_K11	HP1507101_K11.fastq	Conventional base calls	Illumina 1.5	251811.0	10.8 Mbp	0.0	43.0	51.0	34.381341561726856	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1507101_K12	HP1507101_K12.fastq	Conventional base calls	Illumina 1.5	15508.0	666.8 kbp	0.0	43.0	54.0	77.44389992262059	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1507101_K13	HP1507101_K13.fastq	Conventional base calls	Illumina 1.5	143941.0	6.1 Mbp	0.0	43.0	54.0	66.50016326133624	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K14	HP1507101_K14.fastq	Conventional base calls	Illumina 1.5	58788.0	2.5 Mbp	0.0	43.0	52.0	42.263727291283935	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1507101_K15	HP1507101_K15.fastq	Conventional base calls	Illumina 1.5	101846.0	4.3 Mbp	0.0	43.0	54.0	55.206880977161596	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K16	HP1507101_K16.fastq	Conventional base calls	Illumina 1.5	856906.0	36.8 Mbp	0.0	43.0	53.0	54.454827899118584	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_K17	HP1507101_K17.fastq	Conventional base calls	Illumina 1.5	469704.0	20.1 Mbp	0.0	43.0	52.0	40.12379288585835	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K18	HP1507101_K18.fastq	Conventional base calls	Illumina 1.5	115164.0	4.9 Mbp	0.0	43.0	53.0	35.15855649334861	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K19	HP1507101_K19.fastq	Conventional base calls	Illumina 1.5	12585.0	541.1 kbp	0.0	43.0	54.0	80.43702820818434	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1507101_K2	HP1507101_K2.fastq	Conventional base calls	Illumina 1.5	521385.0	22.4 Mbp	0.0	43.0	53.0	44.81271308717188	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_K20	HP1507101_K20.fastq	Conventional base calls	Illumina 1.5	815434.0	35 Mbp	0.0	43.0	53.0	52.93558683024898	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K21	HP1507101_K21.fastq	Conventional base calls	Illumina 1.5	18727.0	805.2 kbp	0.0	43.0	53.0	73.56223634324772	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1507101_K22	HP1507101_K22.fastq	Conventional base calls	Illumina 1.5	131628.0	5.6 Mbp	0.0	43.0	53.0	50.68602425015955	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K23	HP1507101_K23.fastq	Conventional base calls	Illumina 1.5	300298.0	12.9 Mbp	0.0	43.0	54.0	51.03091919313971	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1507101_K24	HP1507101_K24.fastq	Conventional base calls	Illumina 1.5	468228.0	20.1 Mbp	0.0	43.0	52.0	36.26212228374035	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K3	HP1507101_K3.fastq	Conventional base calls	Illumina 1.5	147716.0	6.3 Mbp	0.0	43.0	52.0	53.173657559099894	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K4	HP1507101_K4.fastq	Conventional base calls	Illumina 1.5	276030.0	11.8 Mbp	0.0	43.0	53.0	53.04657917248742	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K5	HP1507101_K5.fastq	Conventional base calls	Illumina 1.5	230867.0	9.9 Mbp	0.0	43.0	52.0	46.310400893803	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K6	HP1507101_K6.fastq	Conventional base calls	Illumina 1.5	409201.0	17.5 Mbp	0.0	43.0	53.0	51.08427562449675	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K7	HP1507101_K7.fastq	Conventional base calls	Illumina 1.5	83103.0	3.5 Mbp	0.0	43.0	53.0	38.62315439875817	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_K8	HP1507101_K8.fastq	Conventional base calls	Illumina 1.5	58904.0	2.5 Mbp	0.0	43.0	54.0	66.19414640771424	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_K9	HP1507101_K9.fastq	Conventional base calls	Illumina 1.5	8403.0	361.3 kbp	0.0	43.0	53.0	61.50184457931691	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L1	HP1507101_L1.fastq	Conventional base calls	Illumina 1.5	664533.0	28.5 Mbp	0.0	43.0	54.0	63.00967415204774	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1507101_L10	HP1507101_L10.fastq	Conventional base calls	Illumina 1.5	185820.0	7.9 Mbp	0.0	43.0	53.0	57.192104954572365	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_L11	HP1507101_L11.fastq	Conventional base calls	Illumina 1.5	121408.0	5.2 Mbp	0.0	43.0	54.0	62.48435028993147	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L12	HP1507101_L12.fastq	Conventional base calls	Illumina 1.5	292120.0	12.5 Mbp	0.0	43.0	53.0	27.91660961248802	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L13	HP1507101_L13.fastq	Conventional base calls	Illumina 1.5	797459.0	34.2 Mbp	0.0	43.0	52.0	45.6720321545521	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L14	HP1507101_L14.fastq	Conventional base calls	Illumina 1.5	823289.0	35.4 Mbp	0.0	43.0	51.0	47.132989703504734	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L15	HP1507101_L15.fastq	Conventional base calls	Illumina 1.5	46908.0	2 Mbp	0.0	43.0	54.0	64.0167988402831	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L16	HP1507101_L16.fastq	Conventional base calls	Illumina 1.5	496374.0	21.3 Mbp	0.0	43.0	54.0	40.53776534544058	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1507101_L17	HP1507101_L17.fastq	Conventional base calls	Illumina 1.5	85729.0	3.6 Mbp	0.0	43.0	54.0	68.90083868935832	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1507101_L18	HP1507101_L18.fastq	Conventional base calls	Illumina 1.5	308398.0	13.2 Mbp	0.0	43.0	54.0	58.910207131015014	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L19	HP1507101_L19.fastq	Conventional base calls	Illumina 1.5	194918.0	8.3 Mbp	0.0	43.0	54.0	53.805823011341936	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L2	HP1507101_L2.fastq	Conventional base calls	Illumina 1.5	842724.0	36.2 Mbp	0.0	43.0	52.0	54.962525091171045	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_L20	HP1507101_L20.fastq	Conventional base calls	Illumina 1.5	81887.0	3.5 Mbp	0.0	43.0	52.0	39.91353938964671	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1507101_L21	HP1507101_L21.fastq	Conventional base calls	Illumina 1.5	356566.0	15.3 Mbp	0.0	43.0	53.0	50.618656878965126	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L22	HP1507101_L22.fastq	Conventional base calls	Illumina 1.5	155277.0	6.6 Mbp	0.0	43.0	55.0	51.16340475408464	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L23	HP1507101_L23.fastq	Conventional base calls	Illumina 1.5	260432.0	11.1 Mbp	0.0	43.0	54.0	40.06704325387063	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_L24	HP1507101_L24.fastq	Conventional base calls	Illumina 1.5	219831.0	9.4 Mbp	0.0	43.0	54.0	45.78838248163637	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L3	HP1507101_L3.fastq	Conventional base calls	Illumina 1.5	421800.0	18.1 Mbp	0.0	43.0	53.0	53.44170248770074	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L4	HP1507101_L4.fastq	Conventional base calls	Illumina 1.5	734131.0	31.5 Mbp	0.0	43.0	53.0	41.87020978962398	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1507101_L5	HP1507101_L5.fastq	Conventional base calls	Illumina 1.5	130605.0	5.6 Mbp	0.0	43.0	54.0	63.66295317943417	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1507101_L6	HP1507101_L6.fastq	Conventional base calls	Illumina 1.5	775793.0	33.3 Mbp	0.0	43.0	51.0	43.57106181649417	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L7	HP1507101_L7.fastq	Conventional base calls	Illumina 1.5	507996.0	21.8 Mbp	0.0	43.0	53.0	59.48262826956754	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1507101_L8	HP1507101_L8.fastq	Conventional base calls	Illumina 1.5	1045596.0	44.9 Mbp	0.0	43.0	52.0	48.24335563482543	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_L9	HP1507101_L9.fastq	Conventional base calls	Illumina 1.5	677412.0	29.1 Mbp	0.0	43.0	53.0	29.321353139021035	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_M1	HP1507101_M1.fastq	Conventional base calls	Illumina 1.5	395.0	16.9 kbp	0.0	43.0	51.0	97.9746835443038	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1507101_M10	HP1507101_M10.fastq	Conventional base calls	Illumina 1.5	1068371.0	45.9 Mbp	0.0	43.0	53.0	49.404467900737174	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1507101_M11	HP1507101_M11.fastq	Conventional base calls	Illumina 1.5	402.0	17.2 kbp	0.0	43.0	50.0	95.52238805970148	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1507101_M12	HP1507101_M12.fastq	Conventional base calls	Illumina 1.5	249973.0	10.7 Mbp	0.0	43.0	54.0	47.9326661239549	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
