Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
HP1507101_K5	53.689599106197	52.0	43.0	43	10.0	0.230867
HP1507101_K6	48.91572437550325	53.0	43.0	43	0.0	0.409201
HP1507101_K7	61.37684560124183	53.0	43.0	43	10.0	0.083103
HP1507101_K8	33.80585359228576	54.0	43.0	43	0.0	0.058904
HP1507101_K9	38.49815542068309	53.0	43.0	43	0.0	0.008402999999999999
HP1507101_L1	36.99032584795226	54.0	43.0	43	10.0	0.6645329999999999
HP1507101_L10	42.807895045427635	53.0	43.0	43	0.0	0.18581999999999999
HP1507101_L11	37.51564971006853	54.0	43.0	43	0.0	0.12140799999999999
HP1507101_L12	72.08339038751198	53.0	43.0	43	10.0	0.29212
HP1507101_L13	54.3279678454479	52.0	43.0	43	10.0	0.7974589999999999
HP1507101_L14	52.867010296495266	51.0	43.0	43	10.0	0.8232889999999999
HP1507101_L15	35.9832011597169	54.0	43.0	43	0.0	0.046908
HP1507101_L16	59.46223465455942	54.0	43.0	43	20.0	0.496374
HP1507101_L17	31.099161310641676	54.0	43.0	43	10.0	0.085729
HP1507101_L18	41.089792868984986	54.0	43.0	43	0.0	0.308398
HP1507101_L19	46.194176988658064	54.0	43.0	43	0.0	0.19491799999999998
HP1507101_L2	45.037474908828955	52.0	43.0	43	0.0	0.8427239999999999
HP1507101_L20	60.08646061035329	52.0	43.0	43	20.0	0.081887
HP1507101_L21	49.381343121034874	53.0	43.0	43	0.0	0.356566
HP1507101_L22	48.83659524591536	55.0	43.0	43	0.0	0.155277
HP1507101_L23	59.93295674612937	54.0	43.0	43	20.0	0.260432
HP1507101_L24	54.21161751836363	54.0	43.0	43	10.0	0.219831
HP1507101_L3	46.55829751229926	53.0	43.0	43	0.0	0.4218
HP1507101_L4	58.12979021037602	53.0	43.0	43	20.0	0.734131
HP1507101_L5	36.33704682056583	54.0	43.0	43	0.0	0.130605
HP1507101_L6	56.42893818350583	51.0	43.0	43	10.0	0.775793
HP1507101_L7	40.51737173043246	53.0	43.0	43	0.0	0.507996
HP1507101_L8	51.75664436517457	52.0	43.0	43	10.0	1.045596
HP1507101_L9	70.67864686097897	53.0	43.0	43	10.0	0.677412
HP1507101_M1	2.025316455696199	51.0	43.0	43	10.0	0.000395
HP1507101_M10	50.595532099262826	53.0	43.0	43	10.0	1.068371
HP1507101_M11	4.477611940298516	50.0	43.0	43	30.0	0.00040199999999999996
HP1507101_M12	52.0673338760451	54.0	43.0	43	10.0	0.249973
HP1507101_M13	5.635648754914811	49.0	43.0	43	30.0	0.000763
HP1507101_M14	67.7187571316571	51.0	43.0	43	10.0	2.1810799999999997
HP1507101_M15	3.098591549295776	49.0	43.0	43	20.0	0.000355
HP1507101_M16	55.90963084795322	54.0	43.0	43	10.0	0.17510399999999998
HP1507101_M17	2.4048096192384776	51.0	43.0	43	10.0	0.000499
HP1507101_M18	49.7247765566789	54.0	43.0	43	0.0	0.578
HP1507101_M19	1.838235294117652	49.0	43.0	43	30.0	0.000272
HP1507101_M2	56.90918338315388	52.0	43.0	43	10.0	3.3970119999999997
HP1507101_M20	48.32520063060194	54.0	43.0	43	0.0	0.5607139999999999
HP1507101_M21	2.6845637583892596	49.0	43.0	43	30.0	0.000298
HP1507101_M22	43.294179206813176	55.0	43.0	43	0.0	0.110844
HP1507101_M23	1.8691588785046775	50.0	43.0	43	20.0	0.000321
HP1507101_M24	71.65880807613351	52.0	43.0	43	10.0	0.36144699999999996
HP1507101_M3	4.017857142857139	49.0	43.0	43	20.0	0.000448
HP1507101_M4	50.79158833846533	50.0	43.0	43	10.0	1.168086
HP1507101_M5	3.07692307692308	49.0	43.0	43	30.0	0.000325
HP1507101_M6	35.0703733860649	53.0	43.0	43	0.0	0.060178999999999996
HP1507101_M7	3.317535545023702	49.0	43.0	43	20.0	0.00042199999999999996
HP1507101_M8	52.14966787648406	54.0	43.0	43	10.0	0.318378
HP1507101_M9	2.7272727272727195	51.0	43.0	43	0.0	0.00033
HP1507101_N1	38.95191062493319	53.0	43.0	43	0.0	1.011234
HP1507101_N10	27.235930567447653	55.0	43.0	43	10.0	0.012846999999999999
HP1507101_N11	72.007829818273	52.0	43.0	43	20.0	0.350966
HP1507101_N12	53.831039977063426	53.0	43.0	43	10.0	0.481715
HP1507101_N13	53.71225180625635	55.0	43.0	43	10.0	0.388438
HP1507101_N14	70.55682358535425	53.0	43.0	43	10.0	0.2103
HP1507101_N15	65.84475598032844	52.0	43.0	43	10.0	0.40341099999999996
HP1507101_N16	48.70693584980697	52.0	43.0	43	0.0	0.5456639999999999
HP1507101_N17	54.30742844163776	53.0	43.0	43	10.0	0.409671
HP1507101_N18	55.207697917841934	53.0	43.0	43	10.0	1.147633
HP1507101_N19	45.52860971423806	52.0	43.0	43	0.0	0.546187
HP1507101_N2	37.46328244660306	52.0	43.0	43	0.0	0.275505
HP1507101_N20	48.14595308072508	53.0	43.0	43	0.0	0.266378
HP1507101_N21	55.90494101059847	52.0	43.0	43	20.0	2.529003
HP1507101_N22	37.33663414085232	53.0	43.0	43	0.0	0.062207
HP1507101_N23	52.690274124826125	52.0	43.0	43	10.0	0.690167
HP1507101_N24	36.33707811794884	53.0	43.0	43	0.0	0.042103
HP1507101_N3	60.971858319618526	50.0	43.0	43	10.0	0.954739
HP1507101_N4	42.10275212271407	51.0	43.0	43	0.0	0.946029
HP1507101_N5	52.92755825814221	54.0	43.0	43	10.0	0.308548
HP1507101_N6	55.827881715452165	53.0	43.0	43	10.0	0.804676
HP1507101_N7	63.22130021049702	54.0	43.0	43	10.0	0.114966
HP1507101_N8	39.21465801229912	53.0	43.0	43	0.0	0.750085
HP1507101_N9	53.58756915882861	52.0	43.0	43	10.0	0.740564
HP1507101_O1	38.32988341298591	52.0	43.0	43	0.0	0.131404
HP1507101_O10	60.16587244052785	53.0	43.0	43	10.0	0.552456
HP1507101_O11	49.57549332373651	52.0	43.0	43	0.0	0.5894659999999999
HP1507101_O12	43.759885671263845	54.0	43.0	43	0.0	0.917469
HP1507101_O13	52.538824900452816	51.0	43.0	43	10.0	0.6081259999999999
HP1507101_O14	47.38620425857453	55.0	43.0	43	0.0	0.07843
HP1507101_O15	59.85702324982289	53.0	43.0	43	10.0	0.062108
HP1507101_O16	60.95387209304129	51.0	43.0	43	10.0	1.971344
HP1507101_O17	54.041182466105944	51.0	43.0	43	10.0	0.48202199999999995
HP1507101_O18	66.06320003459766	53.0	43.0	43	10.0	0.5108579999999999
HP1507101_O19	61.62192748920834	54.0	43.0	43	10.0	0.845399
HP1507101_O2	62.98304065044684	53.0	43.0	43	10.0	0.568412
HP1507101_O20	47.037530034230976	53.0	43.0	43	0.0	0.19305699999999998
HP1507101_O21	17.434758467518037	53.0	43.0	43	0.0	0.0072039999999999995
HP1507101_O22	42.35736434129696	53.0	43.0	43	0.0	0.334163
HP1507101_O23	59.55887623660243	54.0	43.0	43	20.0	0.27153099999999997
HP1507101_O24	59.226139135887166	52.0	43.0	43	10.0	0.63181
HP1507101_O3	61.26884622068633	55.0	43.0	43	20.0	0.489222
HP1507101_O4	61.53028581583674	53.0	43.0	43	10.0	0.5806049999999999
HP1507101_O5	53.576012486179344	53.0	43.0	43	10.0	0.255008
HP1507101_O6	65.44728477039479	52.0	43.0	43	10.0	0.821923
HP1507101_O7	52.58953399206626	52.0	43.0	43	10.0	0.405636
HP1507101_O8	61.08539467774561	52.0	43.0	43	10.0	1.11668
HP1507101_O9	59.18905147824988	51.0	43.0	43	10.0	1.2712809999999999
HP1507101_P1	42.47713083105177	52.0	43.0	43	10.0	1.584973
HP1507101_P10	47.638229594554915	53.0	43.0	43	0.0	0.599762
HP1507101_P11	41.89604570089022	54.0	43.0	43	10.0	0.33919699999999997
HP1507101_P12	39.009620907205125	54.0	43.0	43	0.0	0.287554
HP1507101_P14	56.51484757610235	54.0	43.0	43	10.0	0.557831
HP1507101_P15	50.781994637470866	53.0	43.0	43	10.0	0.6169279999999999
HP1507101_P16	30.304969076562173	54.0	43.0	43	0.0	0.004689
HP1507101_P17	51.72739929011938	52.0	43.0	43	10.0	0.48289
HP1507101_P18	58.89520128488272	53.0	43.0	43	10.0	0.268375
HP1507101_P19	55.18963391465505	53.0	43.0	43	10.0	0.128959
HP1507101_P2	55.11322286252566	53.0	43.0	43	20.0	0.792852
HP1507101_P20	24.74541104736096	55.0	43.0	43	0.0	0.047233
HP1507101_P21	58.70405651956528	55.0	43.0	43	20.0	0.70819
HP1507101_P22	19.468810916179336	55.0	43.0	43	10.0	0.004104
HP1507101_P23	40.422951986828636	54.0	43.0	43	0.0	0.089892
HP1507101_P24	47.15060364231635	53.0	43.0	43	0.0	0.019548
HP1507101_P3	56.5798036570438	52.0	43.0	43	10.0	1.466777
HP1507101_P4	52.72479519211001	51.0	43.0	43	10.0	0.887207
HP1507101_P5	61.20070849679703	51.0	43.0	43	10.0	1.430042
HP1507101_P6	53.65173549977553	52.0	43.0	43	10.0	0.496172
HP1507101_P7	62.47260875412352	54.0	43.0	43	10.0	0.126409
HP1507101_P8	31.395694687139837	54.0	43.0	43	0.0	0.053793999999999995
HP1507101_P9	58.06313401802029	52.0	43.0	43	20.0	0.079355
HP1508501T2D_A1	4.267963263101024	48.0	43.0	43	30.0	0.001851
HP1508501T2D_A10	25.595079469721128	53.0	43.0	43	10.0	0.14584999999999998
HP1508501T2D_A11	45.66887127584472	52.0	43.0	43	10.0	0.810446
HP1508501T2D_A12	43.28769675502081	51.0	43.0	43	10.0	1.573558
HP1508501T2D_A13	42.8380236898191	49.0	43.0	43	0.0	1.2681639999999998
HP1508501T2D_A14	31.484879845977574	50.0	43.0	43	0.0	0.90337
HP1508501T2D_A15	23.588756577981485	49.0	43.0	43	0.0	0.360185
HP1508501T2D_A16	18.99165216065461	51.0	43.0	43	0.0	0.078703
HP1508501T2D_A17	31.36355775984839	51.0	43.0	43	10.0	1.41788
HP1508501T2D_A18	45.447005913329605	42.0	43.0	43	40.0	0.148309
HP1508501T2D_A19	27.264241100110453	50.0	43.0	43	10.0	1.0712789999999999
HP1508501T2D_A2	31.5424610051993	50.0	43.0	43	20.0	0.110207
HP1508501T2D_A20	14.779499404052444	49.0	43.0	43	30.0	0.000839
HP1508501T2D_A21	11.195928753180667	50.0	43.0	43	30.0	0.00039299999999999996
HP1508501T2D_A22	46.5595006519741	47.0	43.0	43	30.0	0.188191
HP1508501T2D_A23	38.768114633345554	47.0	43.0	43	0.0	0.36597999999999997
HP1508501T2D_A24	18.338212011015557	53.0	43.0	43	10.0	0.37138499999999997
HP1508501T2D_A3	33.4221800045149	52.0	43.0	43	10.0	0.6429349999999999
HP1508501T2D_A4	9.402560206772506	52.0	43.0	43	10.0	0.057261
HP1508501T2D_A5	4.390633315593391	55.0	43.0	43	10.0	0.0037579999999999996
HP1508501T2D_A6	6.048709560159935	55.0	43.0	43	10.0	0.02751
HP1508501T2D_A7	21.09088137014497	53.0	43.0	43	10.0	0.078707
HP1508501T2D_A8	41.058386448538386	53.0	43.0	43	10.0	2.9615449999999996
HP1508501T2D_A9	52.18270403537722	49.0	43.0	43	10.0	0.15331899999999998
HP1508501T2D_B1	54.84743574697805	51.0	43.0	43	20.0	0.17042
HP1508501T2D_B10	23.20750312396305	52.0	43.0	43	10.0	0.292829
HP1508501T2D_B11	32.635384578176144	51.0	43.0	43	10.0	0.166601
HP1508501T2D_B12	43.396078111397905	50.0	43.0	43	10.0	1.5990099999999998
HP1508501T2D_B13	14.34561655701296	50.0	43.0	43	10.0	0.42169799999999996
HP1508501T2D_B14	45.07415275632107	53.0	43.0	43	10.0	1.886506
HP1508501T2D_B15	39.98283959126058	52.0	43.0	43	10.0	1.483453
HP1508501T2D_B16	34.81272691522203	52.0	43.0	43	10.0	1.059065
HP1508501T2D_B17	33.926313581348225	52.0	43.0	43	10.0	1.9955379999999998
HP1508501T2D_B18	29.614467166960907	50.0	43.0	43	10.0	1.57752
HP1508501T2D_B19	6.3792404378970105	53.0	43.0	43	10.0	0.051793
HP1508501T2D_B2	19.954291118291437	49.0	43.0	43	30.0	0.012688999999999999
HP1508501T2D_B20	15.90124971248946	53.0	43.0	43	10.0	0.11738699999999999
HP1508501T2D_B21	45.296755469840065	50.0	43.0	43	10.0	6.495641
HP1508501T2D_B22	15.986803302779222	41.0	43.0	43	20.0	0.331269
HP1508501T2D_B23	21.79915874536124	51.0	43.0	43	10.0	0.322461
HP1508501T2D_B24	17.24058874156185	52.0	43.0	43	10.0	0.446771
HP1508501T2D_B3	37.30698839114811	51.0	43.0	43	10.0	0.822031
HP1508501T2D_B4	20.13987426259665	50.0	43.0	43	0.0	0.224026
HP1508501T2D_B5	33.03957881290805	51.0	43.0	43	0.0	0.237443
HP1508501T2D_B6	6.151560178306099	51.0	43.0	43	20.0	0.003365
HP1508501T2D_B7	1.754385964912288	52.0	43.0	43	10.0	0.001254
HP1508501T2D_B8	45.08283730003465	49.0	43.0	43	10.0	1.3062369999999999
HP1508501T2D_B9	21.757958324848985	51.0	43.0	43	10.0	0.073665
HP1508501T2D_C1	43.56869706103096	43.0	43.0	43	30.0	0.083941
HP1508501T2D_C10	39.391719971512465	50.0	43.0	43	0.0	0.7715759999999999
HP1508501T2D_C11	26.033827651287822	52.0	43.0	43	10.0	0.8085249999999999
HP1508501T2D_C12	18.992885804479045	52.0	43.0	43	10.0	0.42260699999999995
HP1508501T2D_C13	36.65214104265313	47.0	43.0	43	0.0	1.131434
HP1508501T2D_C14	27.97051542004739	54.0	43.0	43	10.0	0.258117
HP1508501T2D_C15	24.655205124464118	51.0	43.0	43	10.0	0.183691
HP1508501T2D_C16	36.38292678364887	53.0	43.0	43	10.0	0.19483999999999999
HP1508501T2D_C17	21.463682963192326	50.0	43.0	43	0.0	0.144065
HP1508501T2D_C18	28.634506550972887	52.0	43.0	43	10.0	1.086755
HP1508501T2D_C19	19.660533429743225	51.0	43.0	43	10.0	0.40826399999999996
HP1508501T2D_C2	21.80076388653383	54.0	43.0	43	10.0	0.48953399999999997
HP1508501T2D_C20	40.061021828510746	51.0	43.0	43	10.0	0.21867299999999998
HP1508501T2D_C21	8.613453937986392	52.0	43.0	43	10.0	0.049086
HP1508501T2D_C22	53.69923232426031	45.0	43.0	43	30.0	0.415954
HP1508501T2D_C23	37.44797345219196	50.0	43.0	43	10.0	2.380779
HP1508501T2D_C24	18.830284513216284	53.0	43.0	43	10.0	0.44589599999999996
HP1508501T2D_C3	38.22751087825238	44.0	43.0	43	30.0	0.056305
HP1508501T2D_C4	26.921894584818574	53.0	43.0	43	10.0	0.31457599999999997
HP1508501T2D_C5	11.559056206169899	51.0	43.0	43	0.0	0.028946999999999997
HP1508501T2D_C6	7.571957929408242	54.0	43.0	43	10.0	0.026716999999999998
HP1508501T2D_C7	15.993139671990562	51.0	43.0	43	10.0	0.037315999999999995
HP1508501T2D_C8	43.286751105490374	53.0	43.0	43	10.0	0.7214539999999999
HP1508501T2D_C9	27.516040330258136	52.0	43.0	43	10.0	0.639605
HP1508501T2D_D1	32.428812546689215	47.0	43.0	43	0.0	0.660565
HP1508501T2D_D10	31.105098558175413	52.0	43.0	43	10.0	0.605472
HP1508501T2D_D11	17.88207876951759	50.0	43.0	43	0.0	0.107275
HP1508501T2D_D12	14.113863452237737	53.0	43.0	43	10.0	0.040733
HP1508501T2D_D13	33.7943029979035	52.0	43.0	43	10.0	0.271474
HP1508501T2D_D14	23.521306826277396	50.0	43.0	43	0.0	0.620709
HP1508501T2D_D15	39.41636345077014	52.0	43.0	43	10.0	1.000341
HP1508501T2D_D16	25.47413209522938	51.0	43.0	43	0.0	0.5728409999999999
HP1508501T2D_D17	46.29068887666949	50.0	43.0	43	0.0	3.531727
HP1508501T2D_D18	39.43211419017868	53.0	43.0	43	10.0	2.349174
HP1508501T2D_D19	7.238349885408709	54.0	43.0	43	20.0	0.010471999999999999
HP1508501T2D_D2	37.446281619394206	48.0	43.0	43	0.0	1.8794819999999999
HP1508501T2D_D20	19.530489459153216	52.0	43.0	43	10.0	0.062661
HP1508501T2D_D21	31.252704376736446	48.0	43.0	43	0.0	3.490992
HP1508501T2D_D22	15.42195052335363	50.0	43.0	43	10.0	0.36660899999999996
HP1508501T2D_D23	12.021439509954064	51.0	43.0	43	20.0	0.0026119999999999997
HP1508501T2D_D24	17.226140726430174	53.0	43.0	43	10.0	0.574475
HP1508501T2D_D3	30.88348435770277	50.0	43.0	43	10.0	0.8146629999999999
HP1508501T2D_D4	31.135895432265386	45.0	43.0	43	30.0	0.042231
HP1508501T2D_D5	28.188846318062176	50.0	43.0	43	10.0	0.577306
HP1508501T2D_D6	15.829153521277277	48.0	43.0	43	0.0	0.35442199999999996
HP1508501T2D_D7	9.763428349815783	55.0	43.0	43	10.0	0.010314
HP1508501T2D_D8	48.52988492530647	51.0	43.0	43	10.0	2.812313
HP1508501T2D_D9	40.688165721503886	52.0	43.0	43	10.0	1.106859
HP1508501T2D_E1	24.306468352304165	50.0	43.0	43	10.0	1.0362959999999999
HP1508501T2D_E10	24.921446685432443	51.0	43.0	43	10.0	0.306803
HP1508501T2D_E11	38.949263544145474	52.0	43.0	43	10.0	3.0509709999999997
HP1508501T2D_E12	30.031171175482257	51.0	43.0	43	10.0	0.44976499999999997
HP1508501T2D_E13	32.634083651144024	50.0	43.0	43	10.0	0.693952
HP1508501T2D_E14	21.76780519931944	52.0	43.0	43	10.0	0.10932199999999999
HP1508501T2D_E15	26.173494749132047	52.0	43.0	43	10.0	0.518794
HP1508501T2D_E16	13.668070999378415	51.0	43.0	43	10.0	0.117307
HP1508501T2D_E17	26.83967539134376	51.0	43.0	43	10.0	0.9183439999999999
HP1508501T2D_E18	44.164574516046265	51.0	43.0	43	10.0	1.63414
HP1508501T2D_E19	32.011006146731276	49.0	43.0	43	0.0	1.18757
HP1508501T2D_E2	13.844906479781542	52.0	43.0	43	10.0	0.107303
HP1508501T2D_E20	16.612543428460143	54.0	43.0	43	10.0	0.429539
HP1508501T2D_E21	13.803820078082666	52.0	43.0	43	10.0	0.090417
HP1508501T2D_E22	54.574781975812485	48.0	43.0	43	10.0	6.585560999999999
HP1508501T2D_E23	48.11143724431274	49.0	43.0	43	10.0	9.472769999999999
HP1508501T2D_E24	35.43111352653186	52.0	43.0	43	10.0	0.296048
HP1508501T2D_E3	25.152847878561104	47.0	43.0	43	0.0	0.455322
HP1508501T2D_E4	31.977612131050932	53.0	43.0	43	10.0	0.45711799999999997
HP1508501T2D_E5	24.36416835471529	48.0	43.0	43	30.0	0.008886
HP1508501T2D_E6	20.992595974115986	52.0	43.0	43	10.0	0.233478
HP1508501T2D_E7	19.05017553172813	53.0	43.0	43	10.0	0.32190199999999997
HP1508501T2D_E8	35.54747076068604	50.0	43.0	43	0.0	0.455324
HP1508501T2D_E9	40.11319700418537	51.0	43.0	43	10.0	2.606201
HP1508501T2D_F1	19.911035556483043	52.0	43.0	43	10.0	0.307955
HP1508501T2D_F10	31.013389228729096	46.0	43.0	43	30.0	0.023377
HP1508501T2D_F11	26.107916095530385	51.0	43.0	43	10.0	0.428153
HP1508501T2D_F12	35.59970216302027	52.0	43.0	43	10.0	2.907794
HP1508501T2D_F13	15.809656614955543	49.0	43.0	43	30.0	0.005737
HP1508501T2D_F14	34.758378251995126	52.0	43.0	43	10.0	1.105194
HP1508501T2D_F15	15.859170564431736	53.0	43.0	43	10.0	0.254336
HP1508501T2D_F16	32.973476847673595	51.0	43.0	43	10.0	1.661776
HP1508501T2D_F17	44.613054428496355	49.0	43.0	43	0.0	1.37483
HP1508501T2D_F18	36.50213259189196	51.0	43.0	43	10.0	1.365144
HP1508501T2D_F19	8.301282051282058	53.0	43.0	43	10.0	0.00936
HP1508501T2D_F2	30.555796914360172	48.0	43.0	43	0.0	1.289309
HP1508501T2D_F20	27.166859527697525	50.0	43.0	43	10.0	1.518889
HP1508501T2D_F21	50.53154224299977	51.0	43.0	43	20.0	6.889904
HP1508501T2D_F22	17.228958507794843	48.0	43.0	43	30.0	0.087173
HP1508501T2D_F23	20.557558382096516	49.0	43.0	43	10.0	0.09347899999999999
HP1508501T2D_F24	9.478892840575227	53.0	43.0	43	30.0	0.006467
HP1508501T2D_F3	23.57871842020009	53.0	43.0	43	10.0	0.5339579999999999
HP1508501T2D_F4	23.353987400015143	53.0	43.0	43	10.0	0.6484599999999999
HP1508501T2D_F5	51.530586137329166	50.0	43.0	43	10.0	0.31906
HP1508501T2D_F6	21.73794308809876	49.0	43.0	43	30.0	0.018309
HP1508501T2D_F7	26.497156341462215	54.0	43.0	43	10.0	0.70033
HP1508501T2D_F8	51.44485043163981	53.0	43.0	43	20.0	4.878407999999999
HP1508501T2D_F9	32.28461050127595	51.0	43.0	43	10.0	0.24176999999999998
HP1508501T2D_G1	36.2862963249059	50.0	43.0	43	10.0	1.9560089999999999
HP1508501T2D_G10	39.28570802433485	51.0	43.0	43	10.0	1.81266
HP1508501T2D_G11	37.23423654495354	51.0	43.0	43	10.0	1.059552
HP1508501T2D_G12	33.66242649183424	52.0	43.0	43	10.0	0.47870199999999996
HP1508501T2D_G13	32.722128764788366	51.0	43.0	43	10.0	1.569559
HP1508501T2D_G14	16.923618575266687	53.0	43.0	43	10.0	0.25477299999999997
HP1508501T2D_G15	37.27417350695722	48.0	43.0	43	0.0	0.9796189999999999
HP1508501T2D_G16	46.014813535165956	55.0	43.0	43	20.0	0.186188
HP1508501T2D_G17	57.005709475220414	52.0	43.0	43	20.0	2.619744
HP1508501T2D_G18	57.9901632012488	52.0	43.0	43	20.0	7.135611
HP1508501T2D_G19	55.88622478750986	53.0	43.0	43	20.0	3.66335
HP1508501T2D_G2	25.250017681850025	54.0	43.0	43	10.0	0.821974
HP1508501T2D_G20	25.779833065857318	51.0	43.0	43	10.0	0.507249
HP1508501T2D_G21	19.18995648430409	53.0	43.0	43	10.0	0.085946
HP1508501T2D_G22	21.15969764247626	50.0	43.0	43	10.0	0.703218
HP1508501T2D_G23	46.17131288033809	53.0	43.0	43	10.0	1.8667289999999999
HP1508501T2D_G24	28.17068380802567	53.0	43.0	43	10.0	0.578885
HP1508501T2D_G3	37.1008553128411	51.0	43.0	43	10.0	2.3410249999999997
HP1508501T2D_G4	39.61843414543066	52.0	43.0	43	10.0	0.560713
HP1508501T2D_G5	15.51100934606356	54.0	43.0	43	10.0	0.069441
HP1508501T2D_G6	11.249437335219596	52.0	43.0	43	10.0	0.07775499999999999
HP1508501T2D_G7	39.55907372882219	49.0	43.0	43	30.0	0.098157
HP1508501T2D_G8	38.03171276684645	50.0	43.0	43	0.0	0.31842699999999996
HP1508501T2D_G9	43.620878425470444	49.0	43.0	43	0.0	0.39302299999999996
HP1508501T2D_H1	39.94596577213141	50.0	43.0	43	30.0	0.17135
HP1508501T2D_H10	36.84850186229336	51.0	43.0	43	10.0	0.607675
HP1508501T2D_H11	49.65023764470523	52.0	43.0	43	10.0	2.7923389999999997
HP1508501T2D_H12	39.734805906661144	50.0	43.0	43	10.0	1.428076
HP1508501T2D_H13	24.835109911421043	53.0	43.0	43	10.0	0.766601
HP1508501T2D_H14	34.360594500501094	51.0	43.0	43	10.0	0.298155
HP1508501T2D_H15	36.126201686371154	50.0	43.0	43	10.0	0.26681499999999997
HP1508501T2D_H16	57.07370719919149	53.0	43.0	43	20.0	2.833903
HP1508501T2D_H17	23.28536078608549	53.0	43.0	43	10.0	0.596658
HP1508501T2D_H18	34.428149393040854	51.0	43.0	43	10.0	2.0116519999999998
HP1508501T2D_H19	4.838581740302999	54.0	43.0	43	10.0	0.012607
HP1508501T2D_H2	31.57437753316364	50.0	43.0	43	10.0	1.0999619999999999
HP1508501T2D_H20	46.35255067927725	47.0	43.0	43	20.0	0.498838
HP1508501T2D_H21	40.95460907055357	51.0	43.0	43	10.0	3.91734
HP1508501T2D_H22	20.90244857015948	49.0	43.0	43	0.0	0.543222
HP1508501T2D_H23	28.440868333441188	50.0	43.0	43	10.0	0.139071
HP1508501T2D_H24	12.059525480836726	53.0	43.0	43	10.0	0.064107
HP1508501T2D_H3	39.67560481084017	50.0	43.0	43	0.0	1.473093
HP1508501T2D_H4	41.442384499481676	51.0	43.0	43	10.0	2.113216
HP1508501T2D_H5	29.669792447660157	54.0	43.0	43	10.0	0.741553
HP1508501T2D_H6	35.03254959915239	51.0	43.0	43	10.0	1.5255889999999999
HP1508501T2D_H7	21.96989547849884	53.0	43.0	43	10.0	0.06869399999999999
HP1508501T2D_H8	38.590236843034134	48.0	43.0	43	30.0	0.084993
HP1508501T2D_H9	58.10167499178158	48.0	43.0	43	10.0	2.09022
HP1508501T2D_I1	32.192167263259236	51.0	43.0	43	10.0	1.505404
HP1508501T2D_I10	36.35805314644994	53.0	43.0	43	10.0	1.5845479999999998
HP1508501T2D_I11	37.445112431169925	51.0	43.0	43	10.0	3.0788729999999997
HP1508501T2D_I12	32.68096783737242	52.0	43.0	43	10.0	1.780146
HP1508501T2D_I13	23.632683128305075	50.0	43.0	43	0.0	0.643872
HP1508501T2D_I14	31.129352587857994	51.0	43.0	43	10.0	0.194706
HP1508501T2D_I15	32.726232499009384	51.0	43.0	43	10.0	0.374927
HP1508501T2D_I16	30.287567319177427	52.0	43.0	43	10.0	0.547225
HP1508501T2D_I17	32.02669109258288	52.0	43.0	43	10.0	1.691199
HP1508501T2D_I18	52.522627932904456	52.0	43.0	43	20.0	3.001983
HP1508501T2D_I19	29.473515685006774	54.0	43.0	43	10.0	1.5873009999999999
HP1508501T2D_I2	17.072149284662203	52.0	43.0	43	10.0	0.21184
HP1508501T2D_I20	26.301909436350726	52.0	43.0	43	10.0	0.25662
HP1508501T2D_I21	11.978059693825557	55.0	43.0	43	10.0	0.11621999999999999
HP1508501T2D_I22	49.43105328065077	50.0	43.0	43	10.0	1.682218
HP1508501T2D_I23	33.12593187330859	54.0	43.0	43	10.0	0.328491
HP1508501T2D_I24	46.91395225432585	53.0	43.0	43	10.0	1.739844
HP1508501T2D_I3	37.40613989418032	52.0	43.0	43	10.0	2.0324999999999998
HP1508501T2D_I4	28.77981695101444	53.0	43.0	43	10.0	0.772308
HP1508501T2D_I5	46.55044593714196	50.0	43.0	43	10.0	0.044513
HP1508501T2D_I6	18.049782950032323	52.0	43.0	43	20.0	0.043308
HP1508501T2D_I7	25.802589466370847	52.0	43.0	43	10.0	0.25793499999999997
HP1508501T2D_I8	36.185219598805304	53.0	43.0	43	10.0	0.837011
HP1508501T2D_I9	23.764954523153563	45.0	43.0	43	30.0	0.026497
HP1508501T2D_J1	38.57899217384653	51.0	43.0	43	10.0	2.167128
HP1508501T2D_J10	25.404552625647952	51.0	43.0	43	30.0	0.022185
HP1508501T2D_J11	34.59021666030753	52.0	43.0	43	10.0	1.892229
HP1508501T2D_J12	55.56539543411942	49.0	43.0	43	10.0	8.373688
HP1508501T2D_J13	23.01662926654626	52.0	43.0	43	10.0	0.8148519999999999
HP1508501T2D_J14	39.522584112009504	52.0	43.0	43	10.0	3.1175829999999998
HP1508501T2D_J15	23.619595089319517	51.0	43.0	43	10.0	0.485925
HP1508501T2D_J16	20.410161227357975	52.0	43.0	43	10.0	0.53426
HP1508501T2D_J17	36.897785658356874	51.0	43.0	43	10.0	0.8263429999999999
HP1508501T2D_J18	39.75524758670386	53.0	43.0	43	10.0	0.797074
HP1508501T2D_J19	10.08544951257673	52.0	43.0	43	10.0	0.049853999999999996
HP1508501T2D_J2	16.49366297230624	53.0	43.0	43	10.0	0.26548099999999997
HP1508501T2D_J20	25.791046315585433	51.0	43.0	43	10.0	0.475858
HP1508501T2D_J21	41.88217727233824	50.0	43.0	43	10.0	1.018227
HP1508501T2D_J22	18.098598823273235	51.0	43.0	43	10.0	0.456495
