Sample	Unique Reads	Duplicate Reads
HP1507101_C1	3516.0	297.0
HP1507101_C10	563225.0	515333.0
HP1507101_C11	23670.0	7890.0
HP1507101_C12	200017.0	220489.0
HP1507101_C13	9633.0	2518.0
HP1507101_C14	269509.0	143357.0
HP1507101_C15	20223.0	9414.0
HP1507101_C16	83212.0	124156.0
HP1507101_C17	11100.0	2444.0
HP1507101_C18	107686.0	90691.0
HP1507101_C19	13745.0	5237.0
HP1507101_C2	792166.0	624435.0
HP1507101_C20	157090.0	138853.0
HP1507101_C21	1173.0	185.0
HP1507101_C22	4524.0	684.0
HP1507101_C23	4811.0	870.0
HP1507101_C24	81496.0	65802.0
HP1507101_C3	67817.0	160300.0
HP1507101_C4	569066.0	589884.0
HP1507101_C5	177156.0	195211.0
HP1507101_C6	35413.0	25649.0
HP1507101_C7	100802.0	114527.0
HP1507101_C8	340813.0	346003.0
HP1507101_C9	9569.0	3119.0
HP1507101_D1	481147.0	566396.0
HP1507101_D10	224735.0	137038.0
HP1507101_D11	108522.0	119138.0
HP1507101_D12	415762.0	422301.0
HP1507101_D13	51107.0	82393.0
HP1507101_D14	610410.0	706072.0
HP1507101_D15	248423.0	218419.0
HP1507101_D16	190497.0	185152.0
HP1507101_D17	432339.0	438389.0
HP1507101_D18	693872.0	836103.0
HP1507101_D19	179780.0	157039.0
HP1507101_D2	243760.0	151964.0
HP1507101_D20	470661.0	660636.0
HP1507101_D21	225995.0	235911.0
HP1507101_D22	217844.0	268229.0
HP1507101_D23	155736.0	192315.0
HP1507101_D24	322527.0	364454.0
HP1507101_D3	440774.0	612654.0
HP1507101_D4	116799.0	341359.0
HP1507101_D5	234087.0	212193.0
HP1507101_D6	415027.0	573218.0
HP1507101_D7	209804.0	257141.0
HP1507101_D8	624368.0	769711.0
HP1507101_D9	251488.0	159228.0
HP1507101_E1	7732.0	6520.0
HP1507101_E10	645884.0	834611.0
HP1507101_E11	6112.0	1552.0
HP1507101_E12	247794.0	222465.0
HP1507101_E13	20301.0	9412.0
HP1507101_E14	70660.0	64918.0
HP1507101_E15	9815.0	3592.0
HP1507101_E16	108202.0	176304.0
HP1507101_E17	2409.0	284.0
HP1507101_E18	301053.0	213866.0
HP1507101_E19	11564.0	2364.0
HP1507101_E2	348143.0	311532.0
HP1507101_E20	189436.0	152540.0
HP1507101_E21	28146.0	15412.0
HP1507101_E22	280961.0	288332.0
HP1507101_E23	52881.0	27096.0
HP1507101_E24	89965.0	64969.0
HP1507101_E3	112337.0	135359.0
HP1507101_E4	120829.0	443998.0
HP1507101_E5	27724.0	49983.0
HP1507101_E6	104934.0	61367.0
HP1507101_E7	165674.0	129550.0
HP1507101_E8	414192.0	542161.0
HP1507101_E9	54945.0	26215.0
HP1507101_F1	686360.0	665142.0
HP1507101_F10	598162.0	971704.0
HP1507101_F11	106816.0	122788.0
HP1507101_F12	450338.0	537255.0
HP1507101_F13	333020.0	295901.0
HP1507101_F14	293626.0	401457.0
HP1507101_F15	408807.0	379030.0
HP1507101_F16	328385.0	328826.0
HP1507101_F17	147830.0	199148.0
HP1507101_F18	103731.0	71215.0
HP1507101_F19	168501.0	140997.0
HP1507101_F2	365341.0	326676.0
HP1507101_F20	166717.0	157029.0
HP1507101_F21	87497.0	68894.0
HP1507101_F22	257530.0	215611.0
HP1507101_F23	87994.0	86081.0
HP1507101_F24	32949.0	65204.0
HP1507101_F3	111588.0	67305.0
HP1507101_F4	379571.0	502427.0
HP1507101_F5	107700.0	83369.0
HP1507101_F6	167144.0	630320.0
HP1507101_F7	518583.0	536582.0
HP1507101_F8	754073.0	853549.0
HP1507101_F9	326356.0	530960.0
HP1507101_G1	1886.0	201.0
HP1507101_G10	1015905.0	1263464.0
HP1507101_G11	165940.0	143632.0
HP1507101_G12	646901.0	699369.0
HP1507101_G13	35918.0	17032.0
HP1507101_G14	597653.0	673259.0
HP1507101_G15	67066.0	41390.0
HP1507101_G16	209470.0	210974.0
HP1507101_G17	23534.0	16612.0
HP1507101_G18	533366.0	653908.0
HP1507101_G19	19652.0	8739.0
HP1507101_G2	545207.0	320862.0
HP1507101_G20	155197.0	130606.0
HP1507101_G21	13713.0	5970.0
HP1507101_G22	41364.0	21985.0
HP1507101_G23	55668.0	32194.0
HP1507101_G24	360867.0	471204.0
HP1507101_G3	106019.0	96390.0
HP1507101_G4	158586.0	219797.0
HP1507101_G5	14155.0	8851.0
HP1507101_G6	122745.0	88084.0
HP1507101_G7	55258.0	139546.0
HP1507101_G8	455360.0	547510.0
HP1507101_G9	198539.0	208573.0
HP1507101_H1	746664.0	643518.0
HP1507101_H10	492031.0	451071.0
HP1507101_H11	311192.0	353824.0
HP1507101_H12	650814.0	829439.0
HP1507101_H13	247030.0	811446.0
HP1507101_H14	476510.0	458589.0
HP1507101_H15	593126.0	545529.0
HP1507101_H16	379447.0	260313.0
HP1507101_H17	412004.0	616023.0
HP1507101_H18	159609.0	378855.0
HP1507101_H19	154946.0	386565.0
HP1507101_H2	104101.0	117602.0
HP1507101_H20	196181.0	193835.0
HP1507101_H21	287442.0	419161.0
HP1507101_H22	438255.0	426237.0
HP1507101_H23	395029.0	487044.0
HP1507101_H24	142617.0	226427.0
HP1507101_H3	412160.0	410289.0
HP1507101_H4	329296.0	409380.0
HP1507101_H5	534489.0	523172.0
HP1507101_H6	533106.0	639097.0
HP1507101_H7	91648.0	51262.0
HP1507101_H8	43007.0	76140.0
HP1507101_H9	316425.0	330166.0
HP1507101_I1	4421.0	800.0
HP1507101_I10	102801.0	89007.0
HP1507101_I11	506733.0	565184.0
HP1507101_I12	310415.0	414121.0
HP1507101_I13	645078.0	623917.0
HP1507101_I14	48070.0	80286.0
HP1507101_I15	21814.0	8414.0
HP1507101_I16	275603.0	280745.0
HP1507101_I17	840200.0	829250.0
HP1507101_I18	471583.0	415623.0
HP1507101_I19	54819.0	31504.0
HP1507101_I2	1026091.0	1077980.0
HP1507101_I20	753643.0	969383.0
HP1507101_I21	7045.0	2013.0
HP1507101_I22	317556.0	371721.0
HP1507101_I23	115221.0	123176.0
HP1507101_I24	513232.0	943913.0
HP1507101_I3	38792.0	56198.0
HP1507101_I4	398987.0	463303.0
HP1507101_I5	347295.0	334776.0
HP1507101_I6	666730.0	608452.0
HP1507101_I7	71146.0	111981.0
HP1507101_I8	424540.0	468265.0
HP1507101_I9	66728.0	156361.0
HP1507101_J1	115818.0	94043.0
HP1507101_J10	33148.0	64891.0
HP1507101_J11	502594.0	516872.0
HP1507101_J12	297113.0	232279.0
HP1507101_J13	1346293.0	1635244.0
HP1507101_J14	211798.0	258644.0
HP1507101_J15	475011.0	415826.0
HP1507101_J16	51131.0	108128.0
HP1507101_J17	415269.0	485589.0
HP1507101_J18	198648.0	189542.0
HP1507101_J19	102850.0	108663.0
HP1507101_J2	784835.0	761671.0
HP1507101_J20	308366.0	350055.0
HP1507101_J21	38817.0	21534.0
HP1507101_J22	201534.0	197196.0
HP1507101_J23	332288.0	358204.0
HP1507101_J24	364014.0	521635.0
HP1507101_J3	507141.0	657483.0
HP1507101_J4	314035.0	396982.0
HP1507101_J5	455180.0	461491.0
HP1507101_J6	103721.0	291886.0
HP1507101_J7	746374.0	928845.0
HP1507101_J8	724734.0	883446.0
HP1507101_J9	405922.0	576797.0
HP1507101_K1	13066.0	3325.0
HP1507101_K10	14257.0	3841.0
HP1507101_K11	86576.0	165235.0
HP1507101_K12	12011.0	3497.0
HP1507101_K13	95721.0	48220.0
HP1507101_K14	24846.0	33942.0
HP1507101_K15	56226.0	45620.0
HP1507101_K16	466627.0	390279.0
HP1507101_K17	188464.0	281240.0
HP1507101_K18	40490.0	74674.0
HP1507101_K19	10123.0	2462.0
HP1507101_K2	233647.0	287738.0
HP1507101_K20	431655.0	383779.0
HP1507101_K21	13776.0	4951.0
HP1507101_K22	66718.0	64910.0
HP1507101_K23	153245.0	147053.0
HP1507101_K24	169790.0	298438.0
HP1507101_K3	78546.0	69170.0
HP1507101_K4	146425.0	129605.0
HP1507101_K5	106916.0	123951.0
HP1507101_K6	209038.0	200163.0
HP1507101_K7	32097.0	51006.0
HP1507101_K8	38991.0	19913.0
HP1507101_K9	5168.0	3235.0
HP1507101_L1	418721.0	245812.0
HP1507101_L10	106275.0	79545.0
HP1507101_L11	75861.0	45547.0
HP1507101_L12	81550.0	210570.0
HP1507101_L13	364216.0	433243.0
HP1507101_L14	388041.0	435248.0
HP1507101_L15	30029.0	16879.0
HP1507101_L16	201219.0	295155.0
HP1507101_L17	59068.0	26661.0
HP1507101_L18	181678.0	126720.0
HP1507101_L19	104878.0	90040.0
HP1507101_L2	463183.0	379541.0
HP1507101_L20	32685.0	49202.0
HP1507101_L21	180489.0	176077.0
HP1507101_L22	79445.0	75832.0
HP1507101_L23	104348.0	156084.0
HP1507101_L24	100658.0	119173.0
HP1507101_L3	225418.0	196382.0
HP1507101_L4	307383.0	426748.0
HP1507101_L5	83147.0	47458.0
HP1507101_L6	338022.0	437771.0
HP1507101_L7	302170.0	205826.0
HP1507101_L8	504431.0	541165.0
HP1507101_L9	198627.0	478785.0
HP1507101_M1	388.0	7.0
HP1507101_M10	527824.0	540547.0
HP1507101_M11	384.0	18.0
HP1507101_M12	119819.0	130154.0
HP1507101_M13	720.0	43.0
HP1507101_M14	704080.0	1477000.0
HP1507101_M15	344.0	11.0
HP1507101_M16	77204.0	97900.0
HP1507101_M17	487.0	12.0
HP1507101_M18	290591.0	287409.0
HP1507101_M19	267.0	5.0
HP1507101_M2	1463801.0	1933211.0
HP1507101_M20	289748.0	270966.0
HP1507101_M21	291.0	7.0
HP1507101_M22	62855.0	47989.0
HP1507101_M23	315.0	6.0
HP1507101_M24	102439.0	259008.0
HP1507101_M3	431.0	17.0
HP1507101_M4	574797.0	593289.0
HP1507101_M5	315.0	10.0
HP1507101_M6	39075.0	21104.0
HP1507101_M7	408.0	14.0
HP1507101_M8	152345.0	166033.0
HP1507101_M9	322.0	8.0
HP1507101_N1	617340.0	393894.0
HP1507101_N10	9348.0	3499.0
HP1507101_N11	98243.0	252723.0
HP1507101_N12	222403.0	259312.0
HP1507101_N13	179800.0	208638.0
HP1507101_N14	61919.0	148381.0
HP1507101_N15	137787.0	265624.0
HP1507101_N16	279888.0	265776.0
HP1507101_N17	187190.0	222481.0
HP1507101_N18	514052.0	633581.0
HP1507101_N19	297516.0	248671.0
HP1507101_N2	172292.0	103213.0
HP1507101_N20	138128.0	128250.0
HP1507101_N21	1115166.0	1413837.0
HP1507101_N22	38981.0	23226.0
HP1507101_N23	326517.0	363650.0
HP1507101_N24	26804.0	15299.0
HP1507101_N3	372617.0	582122.0
HP1507101_N4	547725.0	398304.0
HP1507101_N5	145242.0	163306.0
HP1507101_N6	355443.0	449233.0
HP1507101_N7	42283.0	72683.0
HP1507101_N8	455942.0	294143.0
HP1507101_N9	343714.0	396850.0
HP1507101_O1	81037.0	50367.0
HP1507101_O10	220067.0	332389.0
HP1507101_O11	297236.0	292230.0
HP1507101_O12	515986.0	401483.0
HP1507101_O13	288624.0	319502.0
HP1507101_O14	41265.0	37165.0
HP1507101_O15	24933.0	37175.0
HP1507101_O16	769734.0	1201610.0
HP1507101_O17	221532.0	260490.0
HP1507101_O18	173369.0	337489.0
HP1507101_O19	324448.0	520951.0
HP1507101_O2	210409.0	358003.0
HP1507101_O20	102248.0	90809.0
HP1507101_O21	5949.0	1255.0
HP1507101_O22	192621.0	141542.0
HP1507101_O23	109811.0	161720.0
HP1507101_O24	257614.0	374196.0
HP1507101_O3	189482.0	299740.0
HP1507101_O4	223358.0	357247.0
HP1507101_O5	118385.0	136623.0
HP1507101_O6	283997.0	537926.0
HP1507101_O7	192314.0	213322.0
HP1507101_O8	434552.0	682128.0
HP1507101_O9	518822.0	752459.0
HP1507101_P1	911722.0	673251.0
HP1507101_P10	314047.0	285715.0
HP1507101_P11	197087.0	142110.0
HP1507101_P12	175381.0	112173.0
HP1507101_P14	242574.0	315257.0
HP1507101_P15	303640.0	313288.0
HP1507101_P16	3268.0	1421.0
HP1507101_P17	233104.0	249786.0
HP1507101_P18	110316.0	158059.0
HP1507101_P19	57787.0	71172.0
HP1507101_P2	355886.0	436966.0
HP1507101_P20	35545.0	11688.0
HP1507101_P21	292454.0	415736.0
HP1507101_P22	3306.0	798.0
HP1507101_P23	53555.0	36337.0
HP1507101_P24	10331.0	9217.0
HP1507101_P3	636878.0	829899.0
HP1507101_P4	419429.0	467778.0
HP1507101_P5	554847.0	875195.0
HP1507101_P6	229968.0	266204.0
HP1507101_P7	47438.0	78971.0
HP1507101_P8	36905.0	16889.0
HP1507101_P9	33279.0	46076.0
HP1508501T2D_A1	1773.0	78.0
HP1508501T2D_A10	108520.0	37330.0
HP1508501T2D_A11	440325.0	370121.0
HP1508501T2D_A12	892401.0	681157.0
HP1508501T2D_A13	724908.0	543256.0
HP1508501T2D_A14	618946.0	284424.0
HP1508501T2D_A15	275222.0	84963.0
HP1508501T2D_A16	63757.0	14946.0
HP1508501T2D_A17	973183.0	444697.0
HP1508501T2D_A18	80907.0	67402.0
HP1508501T2D_A19	779203.0	292076.0
HP1508501T2D_A2	75446.0	34761.0
HP1508501T2D_A20	715.0	124.0
HP1508501T2D_A21	349.0	44.0
HP1508501T2D_A22	100571.0	87620.0
HP1508501T2D_A23	224097.0	141883.0
HP1508501T2D_A24	303280.0	68105.0
HP1508501T2D_A3	428053.0	214882.0
HP1508501T2D_A4	51877.0	5384.0
HP1508501T2D_A5	3594.0	164.0
HP1508501T2D_A6	25847.0	1663.0
HP1508501T2D_A7	62107.0	16600.0
HP1508501T2D_A8	1745583.0	1215962.0
HP1508501T2D_A9	73313.0	80006.0
HP1508501T2D_B1	76950.0	93470.0
HP1508501T2D_B10	224871.0	67958.0
HP1508501T2D_B11	112231.0	54370.0
HP1508501T2D_B12	905103.0	693907.0
HP1508501T2D_B13	361203.0	60495.0
HP1508501T2D_B14	1036180.0	850326.0
HP1508501T2D_B15	890327.0	593126.0
HP1508501T2D_B16	690376.0	368689.0
HP1508501T2D_B17	1318526.0	677012.0
HP1508501T2D_B18	1110346.0	467174.0
HP1508501T2D_B19	48490.0	3303.0
HP1508501T2D_B2	10157.0	2532.0
HP1508501T2D_B20	98721.0	18666.0
HP1508501T2D_B21	3553327.0	2942314.0
HP1508501T2D_B22	278310.0	52959.0
HP1508501T2D_B23	252168.0	70293.0
HP1508501T2D_B24	369746.0	77025.0
HP1508501T2D_B3	515356.0	306675.0
HP1508501T2D_B4	178908.0	45118.0
HP1508501T2D_B5	158993.0	78450.0
HP1508501T2D_B6	3158.0	207.0
HP1508501T2D_B7	1232.0	22.0
HP1508501T2D_B8	717349.0	588888.0
HP1508501T2D_B9	57637.0	16028.0
HP1508501T2D_C1	47369.0	36572.0
HP1508501T2D_C10	467639.0	303937.0
HP1508501T2D_C11	598035.0	210490.0
HP1508501T2D_C12	342342.0	80265.0
HP1508501T2D_C13	716740.0	414694.0
HP1508501T2D_C14	185921.0	72196.0
HP1508501T2D_C15	138402.0	45289.0
HP1508501T2D_C16	123952.0	70888.0
HP1508501T2D_C17	113144.0	30921.0
HP1508501T2D_C18	775569.0	311186.0
HP1508501T2D_C19	327998.0	80266.0
HP1508501T2D_C2	382812.0	106722.0
HP1508501T2D_C20	131071.0	87602.0
HP1508501T2D_C21	44858.0	4228.0
HP1508501T2D_C22	192590.0	223364.0
HP1508501T2D_C23	1489226.0	891553.0
HP1508501T2D_C24	361933.0	83963.0
HP1508501T2D_C3	34781.0	21524.0
HP1508501T2D_C4	229887.0	84689.0
HP1508501T2D_C5	25601.0	3346.0
HP1508501T2D_C6	24694.0	2023.0
HP1508501T2D_C7	31349.0	5967.0
HP1508501T2D_C8	409161.0	312293.0
HP1508501T2D_C9	463612.0	175993.0
HP1508501T2D_D1	446352.0	214213.0
HP1508501T2D_D10	417140.0	188332.0
HP1508501T2D_D11	88093.0	19182.0
HP1508501T2D_D12	34985.0	5748.0
HP1508501T2D_D13	179732.0	91742.0
HP1508501T2D_D14	474711.0	145998.0
HP1508501T2D_D15	606043.0	394298.0
HP1508501T2D_D16	426915.0	145926.0
HP1508501T2D_D17	1896867.0	1634860.0
HP1508501T2D_D18	1422846.0	926328.0
HP1508501T2D_D19	9714.0	758.0
HP1508501T2D_D2	1175686.0	703796.0
HP1508501T2D_D20	50424.0	12237.0
HP1508501T2D_D21	2399963.0	1091029.0
HP1508501T2D_D22	310071.0	56538.0
HP1508501T2D_D23	2298.0	314.0
HP1508501T2D_D24	475516.0	98959.0
HP1508501T2D_D3	563067.0	251596.0
HP1508501T2D_D4	29083.0	13148.0
HP1508501T2D_D5	414571.0	162735.0
HP1508501T2D_D6	298320.0	56102.0
HP1508501T2D_D7	9308.0	1006.0
HP1508501T2D_D8	1447501.0	1364812.0
HP1508501T2D_D9	656499.0	450360.0
HP1508501T2D_E1	784410.0	251886.0
HP1508501T2D_E10	230344.0	76459.0
HP1508501T2D_E11	1862641.0	1188330.0
HP1508501T2D_E12	314696.0	135069.0
HP1508501T2D_E13	467488.0	226464.0
HP1508501T2D_E14	85526.0	23796.0
HP1508501T2D_E15	383008.0	135786.0
HP1508501T2D_E16	101274.0	16033.0
HP1508501T2D_E17	671864.0	246480.0
HP1508501T2D_E18	912430.0	721710.0
HP1508501T2D_E19	807417.0	380153.0
HP1508501T2D_E2	92448.0	14855.0
HP1508501T2D_E20	358182.0	71357.0
HP1508501T2D_E21	77936.0	12481.0
HP1508501T2D_E22	2991506.0	3594055.0
HP1508501T2D_E23	4915285.0	4557485.0
HP1508501T2D_E24	191155.0	104893.0
HP1508501T2D_E3	340796.0	114526.0
HP1508501T2D_E4	310943.0	146175.0
HP1508501T2D_E5	6721.0	2165.0
HP1508501T2D_E6	184465.0	49013.0
HP1508501T2D_E7	260580.0	61322.0
HP1508501T2D_E8	293468.0	161856.0
HP1508501T2D_E9	1560771.0	1045430.0
HP1508501T2D_F1	246638.0	61317.0
HP1508501T2D_F10	16127.0	7250.0
HP1508501T2D_F11	316372.0	111781.0
HP1508501T2D_F12	1872628.0	1035166.0
HP1508501T2D_F13	4831.0	906.0
HP1508501T2D_F14	721047.0	384147.0
HP1508501T2D_F15	214001.0	40335.0
HP1508501T2D_F16	1113831.0	547945.0
HP1508501T2D_F17	761477.0	613353.0
HP1508501T2D_F18	866838.0	498306.0
HP1508501T2D_F19	8583.0	777.0
HP1508501T2D_F2	895351.0	393958.0
HP1508501T2D_F20	1106255.0	412634.0
HP1508501T2D_F21	3408330.0	3481574.0
HP1508501T2D_F22	72155.0	15018.0
HP1508501T2D_F23	74262.0	19217.0
HP1508501T2D_F24	5854.0	613.0
HP1508501T2D_F3	408058.0	125900.0
HP1508501T2D_F4	497019.0	151441.0
HP1508501T2D_F5	154647.0	164413.0
HP1508501T2D_F6	14329.0	3980.0
HP1508501T2D_F7	514763.0	185567.0
HP1508501T2D_F8	2368719.0	2509689.0
HP1508501T2D_F9	163716.0	78054.0
HP1508501T2D_G1	1246246.0	709763.0
HP1508501T2D_G10	1100544.0	712116.0
HP1508501T2D_G11	665036.0	394516.0
HP1508501T2D_G12	317560.0	161142.0
HP1508501T2D_G13	1055966.0	513593.0
HP1508501T2D_G14	211657.0	43116.0
HP1508501T2D_G15	614475.0	365144.0
HP1508501T2D_G16	100514.0	85674.0
HP1508501T2D_G17	1126341.0	1493403.0
HP1508501T2D_G18	2997659.0	4137952.0
HP1508501T2D_G19	1616042.0	2047308.0
HP1508501T2D_G2	614426.0	207548.0
HP1508501T2D_G20	376482.0	130767.0
HP1508501T2D_G21	69454.0	16492.0
HP1508501T2D_G22	554420.0	148798.0
HP1508501T2D_G23	1004836.0	861893.0
HP1508501T2D_G24	415810.0	163075.0
HP1508501T2D_G3	1472485.0	868540.0
HP1508501T2D_G4	338568.0	222145.0
HP1508501T2D_G5	58671.0	10770.0
HP1508501T2D_G6	69009.0	8746.0
HP1508501T2D_G7	59327.0	38830.0
HP1508501T2D_G8	197324.0	121103.0
HP1508501T2D_G9	221583.0	171440.0
HP1508501T2D_H1	102903.0	68447.0
HP1508501T2D_H10	383756.0	223919.0
HP1508501T2D_H11	1405937.0	1386402.0
HP1508501T2D_H12	860633.0	567443.0
HP1508501T2D_H13	576215.0	190386.0
HP1508501T2D_H14	195708.0	102447.0
HP1508501T2D_H15	170425.0	96390.0
HP1508501T2D_H16	1216490.0	1617413.0
HP1508501T2D_H17	457725.0	138933.0
HP1508501T2D_H18	1319078.0	692574.0
HP1508501T2D_H19	11998.0	609.0
HP1508501T2D_H2	752656.0	347306.0
HP1508501T2D_H20	267614.0	231224.0
HP1508501T2D_H21	2313009.0	1604331.0
HP1508501T2D_H22	429676.0	113546.0
HP1508501T2D_H23	99519.0	39552.0
HP1508501T2D_H24	56376.0	7731.0
HP1508501T2D_H3	888635.0	584458.0
HP1508501T2D_H4	1237449.0	875767.0
HP1508501T2D_H5	521536.0	220017.0
HP1508501T2D_H6	991137.0	534452.0
HP1508501T2D_H7	53603.0	15091.0
HP1508501T2D_H8	52194.0	32799.0
HP1508501T2D_H9	875768.0	1214452.0
HP1508501T2D_I1	1020782.0	484622.0
HP1508501T2D_I10	1008438.0	576110.0
HP1508501T2D_I11	1925986.0	1152887.0
HP1508501T2D_I12	1198378.0	581768.0
HP1508501T2D_I13	491708.0	152164.0
HP1508501T2D_I14	134096.0	60610.0
HP1508501T2D_I15	252228.0	122699.0
HP1508501T2D_I16	381484.0	165741.0
HP1508501T2D_I17	1149564.0	541635.0
HP1508501T2D_I18	1425263.0	1576720.0
HP1508501T2D_I19	1119468.0	467833.0
HP1508501T2D_I2	175675.0	36165.0
HP1508501T2D_I20	189125.0	67495.0
HP1508501T2D_I21	102300.0	13920.0
HP1508501T2D_I22	850680.0	831538.0
HP1508501T2D_I23	219676.0	108815.0
HP1508501T2D_I24	923615.0	816229.0
HP1508501T2D_I3	1272221.0	760279.0
HP1508501T2D_I4	550040.0	222268.0
HP1508501T2D_I5	23792.0	20721.0
HP1508501T2D_I6	35492.0	7816.0
HP1508501T2D_I7	191382.0	66553.0
HP1508501T2D_I8	534137.0	302874.0
HP1508501T2D_I9	20201.0	6296.0
HP1508501T2D_J1	1331072.0	836056.0
HP1508501T2D_J10	16550.0	5635.0
HP1508501T2D_J11	1237703.0	654526.0
HP1508501T2D_J12	3720816.0	4652872.0
HP1508501T2D_J13	627301.0	187551.0
HP1508501T2D_J14	1885434.0	1232149.0
HP1508501T2D_J15	371152.0	114773.0
HP1508501T2D_J16	425217.0	109043.0
HP1508501T2D_J17	521441.0	304902.0
HP1508501T2D_J18	480196.0	316878.0
HP1508501T2D_J19	44826.0	5028.0
HP1508501T2D_J2	221694.0	43787.0
HP1508501T2D_J20	353130.0	122728.0
HP1508501T2D_J21	591772.0	426455.0
HP1508501T2D_J22	373876.0	82619.0
HP1508501T2D_J23	141024.0	60455.0
HP1508501T2D_J24	393521.0	104377.0
HP1508501T2D_J3	972482.0	599621.0
HP1508501T2D_J4	1009874.0	996163.0
HP1508501T2D_J5	111900.0	50392.0
HP1508501T2D_J6	934894.0	492073.0
HP1508501T2D_J7	19285.0	10051.0
HP1508501T2D_J8	1927974.0	1664760.0
HP1508501T2D_J9	116196.0	34065.0
HP1508501T2D_K1	247773.0	46089.0
HP1508501T2D_K10	77370.0	19126.0
HP1508501T2D_K11	11665.0	3441.0
HP1508501T2D_K12	80837.0	25975.0
HP1508501T2D_K13	138846.0	50191.0
HP1508501T2D_K14	407591.0	210166.0
HP1508501T2D_K15	595497.0	220363.0
HP1508501T2D_K16	272217.0	97272.0
HP1508501T2D_K17	1202251.0	582292.0
HP1508501T2D_K18	761806.0	247563.0
HP1508501T2D_K19	472781.0	248087.0
HP1508501T2D_K2	582414.0	294010.0
HP1508501T2D_K20	276867.0	90581.0
HP1508501T2D_K21	109959.0	46082.0
HP1508501T2D_K22	2199393.0	1396322.0
HP1508501T2D_K23	1773415.0	986911.0
HP1508501T2D_K24	242964.0	130738.0
HP1508501T2D_K3	1045335.0	507564.0
HP1508501T2D_K4	290341.0	134290.0
HP1508501T2D_K5	67937.0	55570.0
HP1508501T2D_K6	125444.0	62470.0
HP1508501T2D_K7	936532.0	516311.0
HP1508501T2D_K8	37440.0	15582.0
HP1508501T2D_K9	112521.0	39300.0
HP1508501T2D_L1	26675.0	26132.0
HP1508501T2D_L10	552210.0	192360.0
HP1508501T2D_L11	108916.0	15894.0
HP1508501T2D_L12	84177.0	61224.0
HP1508501T2D_L13	516277.0	223880.0
HP1508501T2D_L14	1040472.0	542265.0
HP1508501T2D_L15	562948.0	166966.0
HP1508501T2D_L16	225018.0	80631.0
HP1508501T2D_L17	907749.0	564515.0
HP1508501T2D_L18	353194.0	126151.0
HP1508501T2D_L19	3703.0	200.0
HP1508501T2D_L2	943533.0	784158.0
HP1508501T2D_L20	152803.0	29358.0
HP1508501T2D_L21	1116347.0	437338.0
HP1508501T2D_L22	25725.0	14828.0
HP1508501T2D_L23	115604.0	25397.0
HP1508501T2D_L24	788098.0	309249.0
HP1508501T2D_L3	64296.0	38415.0
HP1508501T2D_L4	41808.0	25623.0
HP1508501T2D_L5	200909.0	50014.0
HP1508501T2D_L6	426990.0	140601.0
HP1508501T2D_L7	234691.0	67366.0
HP1508501T2D_L8	127081.0	100390.0
HP1508501T2D_L9	686656.0	263487.0
HP1508501T2D_M1	138616.0	57595.0
HP1508501T2D_M10	230206.0	58044.0
HP1508501T2D_M11	94532.0	75998.0
HP1508501T2D_M12	889548.0	737897.0
HP1508501T2D_M13	8568.0	2664.0
HP1508501T2D_M14	135208.0	52274.0
HP1508501T2D_M15	766024.0	323423.0
HP1508501T2D_M16	127403.0	27379.0
HP1508501T2D_M17	1784649.0	1307239.0
HP1508501T2D_M18	1073751.0	863683.0
HP1508501T2D_M19	319127.0	104801.0
HP1508501T2D_M2	7881.0	1839.0
HP1508501T2D_M20	266656.0	86123.0
HP1508501T2D_M21	13192.0	875.0
HP1508501T2D_M22	2067125.0	1307739.0
HP1508501T2D_M23	633443.0	552647.0
HP1508501T2D_M24	20514.0	7568.0
HP1508501T2D_M3	1062005.0	399014.0
HP1508501T2D_M4	122243.0	76282.0
HP1508501T2D_M5	120181.0	110145.0
HP1508501T2D_M6	29537.0	9618.0
HP1508501T2D_M7	235302.0	172881.0
HP1508501T2D_M8	136189.0	72655.0
HP1508501T2D_M9	87284.0	17241.0
HP1508501T2D_N1	1865610.0	1081717.0
HP1508501T2D_N10	847247.0	423291.0
HP1508501T2D_N11	360888.0	170990.0
HP1508501T2D_N12	183992.0	41578.0
HP1508501T2D_N13	475783.0	259830.0
HP1508501T2D_N14	9137.0	2227.0
HP1508501T2D_N15	548683.0	173348.0
HP1508501T2D_N16	100297.0	278510.0
HP1508501T2D_N17	487646.0	161956.0
HP1508501T2D_N18	610421.0	172857.0
HP1508501T2D_N19	49198.0	4857.0
HP1508501T2D_N2	1226295.0	488599.0
HP1508501T2D_N20	185389.0	66859.0
HP1508501T2D_N21	3031967.0	2224604.0
HP1508501T2D_N22	922787.0	397204.0
HP1508501T2D_N23	904204.0	319054.0
HP1508501T2D_N24	463552.0	272716.0
HP1508501T2D_N3	44635.0	28571.0
HP1508501T2D_N4	1826477.0	1149923.0
HP1508501T2D_N5	41410.0	10644.0
HP1508501T2D_N6	471841.0	126844.0
HP1508501T2D_N7	517675.0	180345.0
HP1508501T2D_N8	403490.0	133079.0
HP1508501T2D_N9	102871.0	15533.0
HP1508501T2D_O1	653176.0	353770.0
HP1508501T2D_O10	31159.0	3747.0
HP1508501T2D_O11	566896.0	396223.0
HP1508501T2D_O12	341914.0	115440.0
HP1508501T2D_O13	528287.0	284053.0
HP1508501T2D_O14	95799.0	30146.0
HP1508501T2D_O15	7638.0	2126.0
