filename,read_counts
HP1507101_M19.fastq,272
HP1507101_M1.fastq,395
HP1507101_M20.fastq,560714
HP1507101_M21.fastq,298
HP1507101_M22.fastq,110844
HP1507101_M23.fastq,321
HP1507101_M24.fastq,361447
HP1507101_M2.fastq,3397012
HP1507101_M3.fastq,448
HP1507101_M4.fastq,1168086
HP1507101_M5.fastq,325
HP1507101_M6.fastq,60179
HP1507101_M7.fastq,422
HP1507101_M8.fastq,318378
HP1507101_M9.fastq,330
HP1507101_N10.fastq,12847
HP1507101_N11.fastq,350966
HP1507101_N12.fastq,481715
HP1507101_N13.fastq,388438
HP1507101_N14.fastq,210300
HP1507101_N15.fastq,403411
HP1507101_N16.fastq,545664
HP1507101_N17.fastq,409671
HP1507101_N18.fastq,1147633
HP1507101_N19.fastq,546187
HP1507101_N1.fastq,1011234
HP1507101_N20.fastq,266378
HP1507101_N21.fastq,2529003
HP1507101_N22.fastq,62207
HP1507101_N23.fastq,690167
HP1507101_N24.fastq,42103
HP1507101_N2.fastq,275505
HP1507101_N3.fastq,954739
HP1507101_N4.fastq,946029
HP1507101_N5.fastq,308548
HP1507101_N6.fastq,804676
HP1507101_N7.fastq,114966
HP1507101_N8.fastq,750085
HP1507101_N9.fastq,740564
HP1507101_O10.fastq,552456
HP1507101_O11.fastq,589466
HP1507101_O12.fastq,917469
HP1507101_O13.fastq,608126
HP1507101_O14.fastq,78430
HP1507101_O15.fastq,62108
HP1507101_O16.fastq,1971344
HP1507101_O17.fastq,482022
HP1507101_O18.fastq,510858
HP1507101_O19.fastq,845399
HP1507101_O1.fastq,131404
HP1507101_O20.fastq,193057
HP1507101_O21.fastq,7204
HP1507101_O22.fastq,334163
HP1507101_O23.fastq,271531
HP1507101_O24.fastq,631810
HP1507101_O2.fastq,568412
HP1507101_O3.fastq,489222
HP1507101_O4.fastq,580605
HP1507101_O5.fastq,255008
HP1507101_O6.fastq,821923
HP1507101_O7.fastq,405636
HP1507101_O8.fastq,1116680
HP1507101_O9.fastq,1271281
HP1507101_P10.fastq,599762
HP1507101_P11.fastq,339197
HP1507101_P12.fastq,287554
HP1507101_P14.fastq,557831
HP1507101_P15.fastq,616928
HP1507101_P16.fastq,4689
HP1507101_P17.fastq,482890
HP1507101_P18.fastq,268375
HP1507101_P19.fastq,128959
HP1507101_P1.fastq,1584973
HP1507101_P20.fastq,47233
HP1507101_P21.fastq,708190
HP1507101_P22.fastq,4104
HP1507101_P23.fastq,89892
HP1507101_P24.fastq,19548
HP1507101_P2.fastq,792852
HP1507101_P3.fastq,1466777
HP1507101_P4.fastq,887207
HP1507101_P5.fastq,1430042
HP1507101_P6.fastq,496172
HP1507101_P7.fastq,126409
HP1507101_P8.fastq,53794
HP1507101_P9.fastq,79355
HP1508501T2D_A10.fastq,145850
HP1508501T2D_A11.fastq,810446
HP1508501T2D_A12.fastq,1573558
HP1508501T2D_A13.fastq,1268164
HP1508501T2D_A14.fastq,903370
HP1508501T2D_A15.fastq,360185
HP1508501T2D_A16.fastq,78703
HP1508501T2D_A17.fastq,1417880
HP1508501T2D_A18.fastq,148309
HP1508501T2D_A19.fastq,1071279
HP1508501T2D_A1.fastq,1851
HP1508501T2D_A20.fastq,839
HP1508501T2D_A21.fastq,393
HP1508501T2D_A22.fastq,188191
HP1508501T2D_A23.fastq,365980
HP1508501T2D_A24.fastq,371385
HP1508501T2D_A2.fastq,110207
HP1508501T2D_A3.fastq,642935
HP1508501T2D_A4.fastq,57261
HP1508501T2D_A5.fastq,3758
HP1508501T2D_A6.fastq,27510
HP1508501T2D_A7.fastq,78707
HP1508501T2D_A8.fastq,2961545
HP1508501T2D_A9.fastq,153319
HP1508501T2D_B10.fastq,292829
HP1508501T2D_B11.fastq,166601
HP1508501T2D_B12.fastq,1599010
HP1508501T2D_B13.fastq,421698
HP1508501T2D_B14.fastq,1886506
HP1508501T2D_B15.fastq,1483453
HP1508501T2D_B16.fastq,1059065
HP1508501T2D_B17.fastq,1995538
HP1508501T2D_B18.fastq,1577520
HP1508501T2D_B19.fastq,51793
HP1508501T2D_B1.fastq,170420
HP1508501T2D_B20.fastq,117387
HP1508501T2D_B21.fastq,6495641
HP1508501T2D_B22.fastq,331269
HP1508501T2D_B23.fastq,322461
HP1508501T2D_B24.fastq,446771
HP1508501T2D_B2.fastq,12689
HP1508501T2D_B3.fastq,822031
HP1508501T2D_B4.fastq,224026
HP1508501T2D_B5.fastq,237443
HP1508501T2D_B6.fastq,3365
HP1508501T2D_B7.fastq,1254
HP1508501T2D_B8.fastq,1306237
HP1508501T2D_B9.fastq,73665
HP1508501T2D_C10.fastq,771576
HP1508501T2D_C11.fastq,808525
HP1508501T2D_C12.fastq,422607
HP1508501T2D_C13.fastq,1131434
HP1508501T2D_C14.fastq,258117
HP1508501T2D_C15.fastq,183691
HP1508501T2D_C16.fastq,194840
HP1508501T2D_C17.fastq,144065
HP1508501T2D_C18.fastq,1086755
HP1508501T2D_C19.fastq,408264
HP1508501T2D_C1.fastq,83941
HP1508501T2D_C20.fastq,218673
HP1508501T2D_C21.fastq,49086
HP1508501T2D_C22.fastq,415954
HP1508501T2D_C23.fastq,2380779
HP1508501T2D_C24.fastq,445896
HP1508501T2D_C2.fastq,489534
HP1508501T2D_C3.fastq,56305
HP1508501T2D_C4.fastq,314576
HP1508501T2D_C5.fastq,28947
HP1508501T2D_C6.fastq,26717
HP1508501T2D_C7.fastq,37316
HP1508501T2D_C8.fastq,721454
HP1508501T2D_C9.fastq,639605
HP1508501T2D_D10.fastq,605472
HP1508501T2D_D11.fastq,107275
HP1508501T2D_D12.fastq,40733
HP1508501T2D_D13.fastq,271474
HP1508501T2D_D14.fastq,620709
HP1508501T2D_D15.fastq,1000341
HP1508501T2D_D16.fastq,572841
HP1508501T2D_D17.fastq,3531727
HP1508501T2D_D18.fastq,2349174
HP1508501T2D_D19.fastq,10472
HP1508501T2D_D1.fastq,660565
HP1508501T2D_D20.fastq,62661
HP1508501T2D_D21.fastq,3490992
HP1508501T2D_D22.fastq,366609
HP1508501T2D_D23.fastq,2612
HP1508501T2D_D24.fastq,574475
HP1508501T2D_D2.fastq,1879482
HP1508501T2D_D3.fastq,814663
HP1508501T2D_D4.fastq,42231
HP1508501T2D_D5.fastq,577306
HP1508501T2D_D6.fastq,354422
HP1508501T2D_D7.fastq,10314
HP1508501T2D_D8.fastq,2812313
HP1508501T2D_D9.fastq,1106859
HP1508501T2D_E10.fastq,306803
HP1508501T2D_E11.fastq,3050971
HP1508501T2D_E12.fastq,449765
HP1508501T2D_E13.fastq,693952
HP1508501T2D_E14.fastq,109322
HP1508501T2D_E15.fastq,518794
HP1508501T2D_E16.fastq,117307
HP1508501T2D_E17.fastq,918344
HP1508501T2D_E18.fastq,1634140
HP1508501T2D_E19.fastq,1187570
HP1508501T2D_E1.fastq,1036296
HP1508501T2D_E20.fastq,429539
HP1508501T2D_E21.fastq,90417
HP1508501T2D_E22.fastq,6585561
HP1508501T2D_E23.fastq,9472770
HP1508501T2D_E24.fastq,296048
HP1508501T2D_E2.fastq,107303
HP1508501T2D_E3.fastq,455322
HP1508501T2D_E4.fastq,457118
HP1508501T2D_E5.fastq,8886
HP1508501T2D_E6.fastq,233478
HP1508501T2D_E7.fastq,321902
HP1508501T2D_E8.fastq,455324
HP1508501T2D_E9.fastq,2606201
HP1508501T2D_F10.fastq,23377
HP1508501T2D_F11.fastq,428153
HP1508501T2D_F12.fastq,2907794
HP1508501T2D_F13.fastq,5737
HP1508501T2D_F14.fastq,1105194
HP1508501T2D_F15.fastq,254336
HP1508501T2D_F16.fastq,1661776
HP1508501T2D_F17.fastq,1374830
HP1508501T2D_F18.fastq,1365144
HP1508501T2D_F19.fastq,9360
HP1508501T2D_F1.fastq,307955
HP1508501T2D_F20.fastq,1518889
HP1508501T2D_F21.fastq,6889904
HP1508501T2D_F22.fastq,87173
HP1508501T2D_F23.fastq,93479
HP1508501T2D_F24.fastq,6467
HP1508501T2D_F2.fastq,1289309
HP1508501T2D_F3.fastq,533958
HP1508501T2D_F4.fastq,648460
HP1508501T2D_F5.fastq,319060
HP1508501T2D_F6.fastq,18309
HP1508501T2D_F7.fastq,700330
HP1508501T2D_F8.fastq,4878408
HP1508501T2D_F9.fastq,241770
HP1508501T2D_G10.fastq,1812660
HP1508501T2D_G11.fastq,1059552
HP1508501T2D_G12.fastq,478702
HP1508501T2D_G13.fastq,1569559
HP1508501T2D_G14.fastq,254773
HP1508501T2D_G15.fastq,979619
HP1508501T2D_G16.fastq,186188
HP1508501T2D_G17.fastq,2619744
HP1508501T2D_G18.fastq,7135611
HP1508501T2D_G19.fastq,3663350
HP1508501T2D_G1.fastq,1956009
HP1508501T2D_G20.fastq,507249
HP1508501T2D_G21.fastq,85946
HP1508501T2D_G22.fastq,703218
HP1508501T2D_G23.fastq,1866729
HP1508501T2D_G24.fastq,578885
HP1508501T2D_G2.fastq,821974
HP1508501T2D_G3.fastq,2341025
HP1508501T2D_G4.fastq,560713
HP1508501T2D_G5.fastq,69441
HP1508501T2D_G6.fastq,77755
HP1508501T2D_G7.fastq,98157
HP1508501T2D_G8.fastq,318427
HP1508501T2D_G9.fastq,393023
HP1508501T2D_H10.fastq,607675
HP1508501T2D_H11.fastq,2792339
HP1508501T2D_H12.fastq,1428076
HP1508501T2D_H13.fastq,766601
HP1508501T2D_H14.fastq,298155
HP1508501T2D_H15.fastq,266815
HP1508501T2D_H16.fastq,2833903
HP1508501T2D_H17.fastq,596658
HP1508501T2D_H18.fastq,2011652
HP1508501T2D_H19.fastq,12607
HP1508501T2D_H1.fastq,171350
HP1508501T2D_H20.fastq,498838
HP1508501T2D_H21.fastq,3917340
HP1508501T2D_H22.fastq,543222
HP1508501T2D_H23.fastq,139071
HP1508501T2D_H24.fastq,64107
HP1508501T2D_H2.fastq,1099962
HP1508501T2D_H3.fastq,1473093
HP1508501T2D_H4.fastq,2113216
HP1508501T2D_H5.fastq,741553
HP1508501T2D_H6.fastq,1525589
HP1508501T2D_H7.fastq,68694
HP1508501T2D_H8.fastq,84993
HP1508501T2D_H9.fastq,2090220
HP1508501T2D_I10.fastq,1584548
HP1508501T2D_I11.fastq,3078873
HP1508501T2D_I12.fastq,1780146
HP1508501T2D_I13.fastq,643872
HP1508501T2D_I14.fastq,194706
HP1508501T2D_I15.fastq,374927
HP1508501T2D_I16.fastq,547225
HP1508501T2D_I17.fastq,1691199
HP1508501T2D_I18.fastq,3001983
HP1508501T2D_I19.fastq,1587301
HP1508501T2D_I1.fastq,1505404
HP1508501T2D_I20.fastq,256620
HP1508501T2D_I21.fastq,116220
HP1508501T2D_I22.fastq,1682218
HP1508501T2D_I23.fastq,328491
HP1508501T2D_I24.fastq,1739844
HP1508501T2D_I2.fastq,211840
HP1508501T2D_I3.fastq,2032500
HP1508501T2D_I4.fastq,772308
HP1508501T2D_I5.fastq,44513
HP1508501T2D_I6.fastq,43308
HP1508501T2D_I7.fastq,257935
HP1508501T2D_I8.fastq,837011
HP1508501T2D_I9.fastq,26497
HP1508501T2D_J10.fastq,22185
HP1508501T2D_J11.fastq,1892229
HP1508501T2D_J12.fastq,8373688
HP1508501T2D_J13.fastq,814852
HP1508501T2D_J14.fastq,3117583
HP1508501T2D_J15.fastq,485925
HP1508501T2D_J16.fastq,534260
HP1508501T2D_J17.fastq,826343
HP1508501T2D_J18.fastq,797074
HP1508501T2D_J19.fastq,49854
HP1508501T2D_J1.fastq,2167128
HP1508501T2D_J20.fastq,475858
HP1508501T2D_J21.fastq,1018227
HP1508501T2D_J22.fastq,456495
HP1508501T2D_J23.fastq,201479
HP1508501T2D_J24.fastq,497898
HP1508501T2D_J2.fastq,265481
HP1508501T2D_J3.fastq,1572103
HP1508501T2D_J4.fastq,2006037
HP1508501T2D_J5.fastq,162292
HP1508501T2D_J6.fastq,1426967
HP1508501T2D_J7.fastq,29336
HP1508501T2D_J8.fastq,3592734
HP1508501T2D_J9.fastq,150261
HP1508501T2D_K10.fastq,96496
HP1508501T2D_K11.fastq,15106
HP1508501T2D_K12.fastq,106812
HP1508501T2D_K13.fastq,189037
HP1508501T2D_K14.fastq,617757
HP1508501T2D_K15.fastq,815860
HP1508501T2D_K16.fastq,369489
HP1508501T2D_K17.fastq,1784543
HP1508501T2D_K18.fastq,1009369
HP1508501T2D_K19.fastq,720868
HP1508501T2D_K1.fastq,293862
HP1508501T2D_K20.fastq,367448
HP1508501T2D_K21.fastq,156041
HP1508501T2D_K22.fastq,3595715
HP1508501T2D_K23.fastq,2760326
HP1508501T2D_K24.fastq,373702
HP1508501T2D_K2.fastq,876424
HP1508501T2D_K3.fastq,1552899
HP1508501T2D_K4.fastq,424631
HP1508501T2D_K5.fastq,123507
HP1508501T2D_K6.fastq,187914
HP1508501T2D_K7.fastq,1452843
HP1508501T2D_K8.fastq,53022
HP1508501T2D_K9.fastq,151821
HP1508501T2D_L10.fastq,744570
HP1508501T2D_L11.fastq,124810
HP1508501T2D_L12.fastq,145401
HP1508501T2D_L13.fastq,740157
HP1508501T2D_L14.fastq,1582737
HP1508501T2D_L15.fastq,729914
HP1508501T2D_L16.fastq,305649
HP1508501T2D_L17.fastq,1472264
HP1508501T2D_L18.fastq,479345
HP1508501T2D_L19.fastq,3903
HP1508501T2D_L1.fastq,52807
HP1508501T2D_L20.fastq,182161
HP1508501T2D_L21.fastq,1553685
HP1508501T2D_L22.fastq,40553
HP1508501T2D_L23.fastq,141001
HP1508501T2D_L24.fastq,1097347
HP1508501T2D_L2.fastq,1727691
HP1508501T2D_L3.fastq,102711
HP1508501T2D_L4.fastq,67431
HP1508501T2D_L5.fastq,250923
HP1508501T2D_L6.fastq,567591
HP1508501T2D_L7.fastq,302057
HP1508501T2D_L8.fastq,227471
HP1508501T2D_L9.fastq,950143
HP1508501T2D_M10.fastq,288250
HP1508501T2D_M11.fastq,170530
HP1508501T2D_M12.fastq,1627445
HP1508501T2D_M13.fastq,11232
HP1508501T2D_M14.fastq,187482
HP1508501T2D_M15.fastq,1089447
HP1508501T2D_M16.fastq,154782
HP1508501T2D_M17.fastq,3091888
HP1508501T2D_M18.fastq,1937434
HP1508501T2D_M19.fastq,423928
HP1508501T2D_M1.fastq,196211
HP1508501T2D_M20.fastq,352779
HP1508501T2D_M21.fastq,14067
HP1508501T2D_M22.fastq,3374864
HP1508501T2D_M23.fastq,1186090
HP1508501T2D_M24.fastq,28082
HP1508501T2D_M2.fastq,9720
HP1508501T2D_M3.fastq,1461019
HP1508501T2D_M4.fastq,198525
HP1508501T2D_M5.fastq,230326
HP1508501T2D_M6.fastq,39155
HP1508501T2D_M7.fastq,408183
HP1508501T2D_M8.fastq,208844
HP1508501T2D_M9.fastq,104525
HP1508501T2D_N10.fastq,1270538
HP1508501T2D_N11.fastq,531878
HP1508501T2D_N12.fastq,225570
HP1508501T2D_N13.fastq,735613
HP1508501T2D_N14.fastq,11364
HP1508501T2D_N15.fastq,722031
HP1508501T2D_N16.fastq,378807
HP1508501T2D_N17.fastq,649602
HP1508501T2D_N18.fastq,783278
HP1508501T2D_N19.fastq,54055
HP1508501T2D_N1.fastq,2947327
HP1508501T2D_N20.fastq,252248
HP1508501T2D_N21.fastq,5256571
HP1508501T2D_N22.fastq,1319991
HP1508501T2D_N23.fastq,1223258
HP1508501T2D_N24.fastq,736268
HP1508501T2D_N2.fastq,1714894
HP1508501T2D_N3.fastq,73206
HP1508501T2D_N4.fastq,2976400
HP1508501T2D_N5.fastq,52054
HP1508501T2D_N6.fastq,598685
HP1508501T2D_N7.fastq,698020
HP1508501T2D_N8.fastq,536569
HP1508501T2D_N9.fastq,118404
HP1508501T2D_O10.fastq,34906
HP1508501T2D_O11.fastq,963119
HP1508501T2D_O12.fastq,457354
HP1508501T2D_O13.fastq,812340
HP1508501T2D_O14.fastq,125945
HP1508501T2D_O15.fastq,9764
HP1508501T2D_O16.fastq,7887
HP1508501T2D_O17.fastq,139919
HP1508501T2D_O18.fastq,19121
HP1508501T2D_O19.fastq,3181
HP1508501T2D_O1.fastq,1006946
HP1508501T2D_O20.fastq,9211
HP1508501T2D_O21.fastq,3604
HP1508501T2D_O22.fastq,50369
HP1508501T2D_O23.fastq,58524
HP1508501T2D_O24.fastq,7326
HP1508501T2D_O2.fastq,578
HP1508501T2D_O3.fastq,391853
HP1508501T2D_O4.fastq,111700
HP1508501T2D_O5.fastq,4373
HP1508501T2D_O6.fastq,22926
HP1508501T2D_O7.fastq,452480
HP1508501T2D_O8.fastq,2418113
HP1508501T2D_O9.fastq,359729
HP1508501T2D_P10.fastq,4976
HP1508501T2D_P11.fastq,141815
HP1508501T2D_P12.fastq,28509
HP1508501T2D_P14.fastq,1773215
HP1508501T2D_P15.fastq,22891
HP1508501T2D_P16.fastq,54671
HP1508501T2D_P17.fastq,20190
HP1508501T2D_P18.fastq,33546
HP1508501T2D_P19.fastq,516
HP1508501T2D_P1.fastq,1092650
HP1508501T2D_P20.fastq,2346
HP1508501T2D_P21.fastq,64864
HP1508501T2D_P22.fastq,27604
HP1508501T2D_P23.fastq,447
HP1508501T2D_P24.fastq,8649
HP1508501T2D_P2.fastq,861097
HP1508501T2D_P3.fastq,995737
HP1508501T2D_P4.fastq,264982
HP1508501T2D_P5.fastq,59957
HP1508501T2D_P6.fastq,207248
HP1508501T2D_P7.fastq,984493
HP1508501T2D_P8.fastq,3985838
HP1508501T2D_P9.fastq,107232
HP1509101_A10.fastq,13816
HP1509101_A11.fastq,15714
HP1509101_A12.fastq,1348
HP1509101_A13.fastq,8145
HP1509101_A14.fastq,13715
HP1509101_A15.fastq,569
HP1509101_A16.fastq,4763
HP1509101_A17.fastq,37610
HP1509101_A18.fastq,2109
HP1509101_A19.fastq,3792
HP1509101_A1.fastq,36980
HP1509101_A20.fastq,28821
HP1509101_A21.fastq,946
HP1509101_A22.fastq,1752
HP1509101_A23.fastq,4179
HP1509101_A24.fastq,9235566
HP1509101_A2.fastq,26695
HP1509101_A3.fastq,388395
HP1509101_A4.fastq,34352
HP1509101_A5.fastq,18156
HP1509101_A6.fastq,3425
HP1509101_A7.fastq,145542
HP1509101_A8.fastq,69427
HP1509101_A9.fastq,7156
HP1509101_B10.fastq,785156
HP1509101_B11.fastq,134712
HP1509101_B12.fastq,501683
HP1509101_B13.fastq,99563
HP1509101_B14.fastq,68513
HP1509101_B15.fastq,14014
HP1509101_B16.fastq,468445
HP1509101_B17.fastq,2291246
HP1509101_B18.fastq,98726
HP1509101_B19.fastq,427513
HP1509101_B1.fastq,9180
HP1509101_B20.fastq,2351609
HP1509101_B21.fastq,829
HP1509101_B22.fastq,753
HP1509101_B23.fastq,181396
HP1509101_B24.fastq,1898388
HP1509101_B2.fastq,74956
HP1509101_B3.fastq,730175
HP1509101_B4.fastq,32209
HP1509101_B5.fastq,1666
HP1509101_B6.fastq,4255
HP1509101_B7.fastq,3568
HP1509101_B8.fastq,42141
HP1509101_B9.fastq,25065
HP1509101_C10.fastq,2255
HP1509101_C11.fastq,17676
HP1509101_C12.fastq,1033846
HP1509101_C13.fastq,923
HP1509101_C14.fastq,9248
HP1509101_C15.fastq,678
HP1509101_C16.fastq,4766
HP1509101_C17.fastq,2299
HP1509101_C18.fastq,4619
HP1509101_C19.fastq,15018
HP1509101_C1.fastq,560890
HP1509101_C20.fastq,6933
HP1509101_C21.fastq,97337
HP1509101_C22.fastq,103508
HP1509101_C23.fastq,159926
HP1509101_C24.fastq,14331
HP1509101_C2.fastq,74644
HP1509101_C3.fastq,5548
HP1509101_C4.fastq,2928
HP1509101_C5.fastq,1711
HP1509101_C6.fastq,74058
HP1509101_C7.fastq,1467
HP1509101_C8.fastq,2781
HP1509101_C9.fastq,8337
HP1509101_D10.fastq,1258573
HP1509101_D11.fastq,19196
HP1509101_D12.fastq,1148
HP1509101_D13.fastq,4418
HP1509101_D14.fastq,311689
HP1509101_D15.fastq,138383
HP1509101_D16.fastq,560
HP1509101_D17.fastq,718904
HP1509101_D18.fastq,2358437
HP1509101_D19.fastq,891991
HP1509101_D1.fastq,8825
HP1509101_D20.fastq,664041
HP1509101_D21.fastq,366353
HP1509101_D22.fastq,164870
HP1509101_D23.fastq,758398
HP1509101_D24.fastq,3159
HP1509101_D2.fastq,189184
HP1509101_D3.fastq,56907
HP1509101_D4.fastq,72825
HP1509101_D5.fastq,81277
HP1509101_D6.fastq,2291
HP1509101_D7.fastq,30125
HP1509101_D8.fastq,3458008
HP1509101_D9.fastq,36349
HP1509101_E10.fastq,236926
HP1509101_E11.fastq,457
HP1509101_E12.fastq,2802
HP1509101_E13.fastq,2192
HP1509101_E14.fastq,20419
HP1509101_E15.fastq,1440
HP1509101_E16.fastq,10266
HP1509101_E17.fastq,6204
HP1509101_E18.fastq,4087
HP1509101_E19.fastq,114378
HP1509101_E1.fastq,10130
HP1509101_E20.fastq,4921
HP1509101_E21.fastq,2418
HP1509101_E22.fastq,791224
HP1509101_E23.fastq,15461
HP1509101_E24.fastq,84449
HP1509101_E2.fastq,4784
HP1509101_E3.fastq,54283
HP1509101_E4.fastq,392458
HP1509101_E5.fastq,810193
HP1509101_E6.fastq,35168
HP1509101_E7.fastq,14563
HP1509101_E8.fastq,201131
HP1509101_E9.fastq,226747
HP1509101_F10.fastq,934
HP1509101_F11.fastq,2280
HP1509101_F12.fastq,11607
HP1509101_F13.fastq,163498
HP1509101_F14.fastq,868
HP1509101_F15.fastq,23287
HP1509101_F16.fastq,14410
HP1509101_F17.fastq,17867
HP1509101_F18.fastq,92121
HP1509101_F19.fastq,814699
HP1509101_F1.fastq,262165
HP1509101_F20.fastq,855
HP1509101_F21.fastq,1664562
HP1509101_F22.fastq,1850357
HP1509101_F23.fastq,2888283
HP1509101_F24.fastq,2962246
HP1509101_F2.fastq,1680414
HP1509101_F3.fastq,31354
HP1509101_F4.fastq,237704
HP1509101_F5.fastq,330730
HP1509101_F6.fastq,20492
HP1509101_F7.fastq,127132
HP1509101_F8.fastq,153080
HP1509101_F9.fastq,7673
HP1509101_G10.fastq,495634
HP1509101_G11.fastq,13067
HP1509101_G12.fastq,332995
HP1509101_G13.fastq,6128
HP1509101_G14.fastq,552191
HP1509101_G15.fastq,157085
HP1509101_G16.fastq,168058
HP1509101_G17.fastq,381956
HP1509101_G18.fastq,151653
HP1509101_G19.fastq,214173
HP1509101_G1.fastq,50292
HP1509101_G20.fastq,147074
HP1509101_G21.fastq,1620382
HP1509101_G22.fastq,151950
HP1509101_G23.fastq,2534049
HP1509101_G24.fastq,1032484
HP1509101_G2.fastq,54364
HP1509101_G3.fastq,50180
HP1509101_G4.fastq,360662
HP1509101_G5.fastq,18832
HP1509101_G6.fastq,53959
HP1509101_G7.fastq,29088
HP1509101_G8.fastq,46458
HP1509101_G9.fastq,136706
HP1509101_H10.fastq,81757
HP1509101_H11.fastq,1113897
HP1509101_H12.fastq,1476
HP1509101_H13.fastq,481951
HP1509101_H14.fastq,27995
HP1509101_H15.fastq,9430
HP1509101_H16.fastq,1041598
HP1509101_H17.fastq,45425
HP1509101_H18.fastq,995
HP1509101_H19.fastq,26994
HP1509101_H1.fastq,193151
HP1509101_H20.fastq,607765
HP1509101_H21.fastq,483728
HP1509101_H22.fastq,1322550
HP1509101_H23.fastq,2369230
HP1509101_H24.fastq,2714787
HP1509101_H2.fastq,629800
HP1509101_H3.fastq,193913
HP1509101_H4.fastq,72049
HP1509101_H5.fastq,17598
HP1509101_H6.fastq,682
HP1509101_H7.fastq,136526
HP1509101_H8.fastq,47873
HP1509101_H9.fastq,654467
HP1509101_I10.fastq,173933
HP1509101_I11.fastq,128959
HP1509101_I12.fastq,2126767
HP1509101_I13.fastq,54788
HP1509101_I14.fastq,1061085
HP1509101_I15.fastq,636745
HP1509101_I16.fastq,22448
HP1509101_I17.fastq,1804715
HP1509101_I18.fastq,26588
HP1509101_I19.fastq,114588
HP1509101_I1.fastq,490
HP1509101_I20.fastq,5139
HP1509101_I21.fastq,343586
HP1509101_I22.fastq,21639
HP1509101_I23.fastq,1315449
HP1509101_I24.fastq,797827
HP1509101_I2.fastq,5583
HP1509101_I3.fastq,19697
HP1509101_I4.fastq,17660
HP1509101_I5.fastq,111377
HP1509101_I6.fastq,297355
HP1509101_I7.fastq,2767
HP1509101_I8.fastq,225702
HP1509101_I9.fastq,343468
HP1509101_J10.fastq,9108
HP1509101_J11.fastq,23973
HP1509101_J12.fastq,225391
HP1509101_J13.fastq,3537
HP1509101_J14.fastq,21694
HP1509101_J15.fastq,508146
HP1509101_J16.fastq,100011
HP1509101_J17.fastq,79274
HP1509101_J18.fastq,44720
HP1509101_J19.fastq,543172
HP1509101_J1.fastq,8524
HP1509101_J20.fastq,438652
HP1509101_J21.fastq,318937
HP1509101_J22.fastq,70318
HP1509101_J23.fastq,94202
HP1509101_J24.fastq,584161
HP1509101_J2.fastq,38013
HP1509101_J3.fastq,58337
HP1509101_J4.fastq,569397
HP1509101_J5.fastq,70938
HP1509101_J6.fastq,90765
HP1509101_J7.fastq,56969
HP1509101_J8.fastq,388024
HP1509101_J9.fastq,236551
HP1509101_K10.fastq,468046
HP1509101_K11.fastq,37380
HP1509101_K12.fastq,48772
HP1509101_K13.fastq,14165
HP1509101_K14.fastq,70882
HP1509101_K15.fastq,107121
HP1509101_K16.fastq,21716
HP1509101_K17.fastq,12702
HP1509101_K18.fastq,16307
HP1509101_K19.fastq,76731
HP1509101_K1.fastq,293
HP1509101_K20.fastq,17673
HP1509101_K21.fastq,76823
HP1509101_K22.fastq,104122
HP1509101_K23.fastq,20055
HP1509101_K24.fastq,21363
HP1509101_K2.fastq,8228
HP1509101_K3.fastq,290329
HP1509101_K4.fastq,37931
HP1509101_K5.fastq,78081
HP1509101_K6.fastq,226841
HP1509101_K7.fastq,49293
HP1509101_K8.fastq,53889
HP1509101_K9.fastq,621597
HP1509101_L10.fastq,15327
HP1509101_L11.fastq,611766
HP1509101_L12.fastq,18162
HP1509101_L13.fastq,181911
HP1509101_L14.fastq,79727
HP1509101_L15.fastq,1951
HP1509101_L16.fastq,117581
HP1509101_L17.fastq,65516
HP1509101_L18.fastq,320923
HP1509101_L19.fastq,347272
HP1509101_L1.fastq,868
HP1509101_L20.fastq,23395
HP1509101_L21.fastq,13701
HP1509101_L22.fastq,5319
HP1509101_L23.fastq,128914
HP1509101_L24.fastq,2062262
HP1509101_L2.fastq,5502
HP1509101_L3.fastq,76491
HP1509101_L4.fastq,345
HP1509101_L5.fastq,8520
HP1509101_L6.fastq,25637
HP1509101_L7.fastq,64053
HP1509101_L8.fastq,1583182
HP1509101_L9.fastq,12505
HP1509101_M10.fastq,1427701
HP1509101_M11.fastq,167
HP1509101_M12.fastq,234056
HP1509101_M13.fastq,227
HP1509101_M14.fastq,19890
HP1509101_M15.fastq,203
HP1509101_M16.fastq,27888
HP1509101_M17.fastq,590
HP1509101_M18.fastq,16558
HP1509101_M19.fastq,303
HP1509101_M1.fastq,138
HP1509101_M20.fastq,2778
HP1509101_M21.fastq,316
HP1509101_M22.fastq,158996
HP1509101_M23.fastq,550
HP1509101_M24.fastq,20714
HP1509101_M2.fastq,1783
HP1509101_M3.fastq,140
HP1509101_M4.fastq,16539
HP1509101_M5.fastq,98
HP1509101_M6.fastq,1802405
HP1509101_M7.fastq,150
HP1509101_M8.fastq,159239
HP1509101_M9.fastq,320
HP1509101_N10.fastq,690855
HP1509101_N11.fastq,22686
HP1509101_N12.fastq,1192395
HP1509101_N13.fastq,286036
HP1509101_N14.fastq,1279118
HP1509101_N15.fastq,16880
HP1509101_N16.fastq,32835
HP1509101_N17.fastq,1575821
HP1509101_N18.fastq,851735
HP1509101_N19.fastq,60656
HP1509101_N1.fastq,40662
HP1509101_N20.fastq,612989
HP1509101_N21.fastq,26563
HP1509101_N22.fastq,15218
