run_accession	experiment_accession	library_name	submitted_ftp	sample_title	sample_accession
ERR1631882	ERX1702215	HP1507101_L17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631882/HP1507101_L17.fastq.gz	HP1507101_L17	SAMEA4438890
ERR1631887	ERX1702220	HP1507101_L21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631887/HP1507101_L21.fastq.gz	HP1507101_L21	SAMEA4438895
ERR1631888	ERX1702221	HP1507101_L22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631888/HP1507101_L22.fastq.gz	HP1507101_L22	SAMEA4438896
ERR1631891	ERX1702224	HP1507101_L3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631891/HP1507101_L3.fastq.gz	HP1507101_L3	SAMEA4438899
ERR1631893	ERX1702226	HP1507101_L5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631893/HP1507101_L5.fastq.gz	HP1507101_L5	SAMEA4438901
ERR1631894	ERX1702227	HP1507101_L6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631894/HP1507101_L6.fastq.gz	HP1507101_L6	SAMEA4438902
ERR1631896	ERX1702229	HP1507101_L8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631896/HP1507101_L8.fastq.gz	HP1507101_L8	SAMEA4438904
ERR1631899	ERX1702232	HP1507101_M10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631899/HP1507101_M10.fastq.gz	HP1507101_M10	SAMEA4438907
ERR1631900	ERX1702233	HP1507101_M11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631900/HP1507101_M11.fastq.gz	HP1507101_M11	SAMEA4438908
ERR1631902	ERX1702235	HP1507101_M13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631902/HP1507101_M13.fastq.gz	HP1507101_M13	SAMEA4438910
ERR1631904	ERX1702237	HP1507101_M15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631904/HP1507101_M15.fastq.gz	HP1507101_M15	SAMEA4438912
ERR1631915	ERX1702248	HP1507101_M3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631915/HP1507101_M3.fastq.gz	HP1507101_M3	SAMEA4438923
ERR1631916	ERX1702249	HP1507101_M4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631916/HP1507101_M4.fastq.gz	HP1507101_M4	SAMEA4438924
ERR1631917	ERX1702250	HP1507101_M5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631917/HP1507101_M5.fastq.gz	HP1507101_M5	SAMEA4438925
ERR1631919	ERX1702252	HP1507101_M7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631919/HP1507101_M7.fastq.gz	HP1507101_M7	SAMEA4438927
ERR1631921	ERX1702254	HP1507101_M9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631921/HP1507101_M9.fastq.gz	HP1507101_M9	SAMEA4438929
ERR1631924	ERX1702257	HP1507101_N11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631924/HP1507101_N11.fastq.gz	HP1507101_N11	SAMEA4438932
ERR1631925	ERX1702258	HP1507101_N12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631925/HP1507101_N12.fastq.gz	HP1507101_N12	SAMEA4438933
ERR1631926	ERX1702259	HP1507101_N13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631926/HP1507101_N13.fastq.gz	HP1507101_N13	SAMEA4438934
ERR1631928	ERX1702261	HP1507101_N15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631928/HP1507101_N15.fastq.gz	HP1507101_N15	SAMEA4438936
ERR1631931	ERX1702264	HP1507101_N18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631931/HP1507101_N18.fastq.gz	HP1507101_N18	SAMEA4438939
ERR1631932	ERX1702265	HP1507101_N19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631932/HP1507101_N19.fastq.gz	HP1507101_N19	SAMEA4438940
ERR1631937	ERX1702270	HP1507101_N23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631937/HP1507101_N23.fastq.gz	HP1507101_N23	SAMEA4438945
ERR1631942	ERX1702275	HP1507101_N6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631942/HP1507101_N6.fastq.gz	HP1507101_N6	SAMEA4438950
ERR1631943	ERX1702276	HP1507101_N7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631943/HP1507101_N7.fastq.gz	HP1507101_N7	SAMEA4438951
ERR1631945	ERX1702278	HP1507101_N9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631945/HP1507101_N9.fastq.gz	HP1507101_N9	SAMEA4438953
ERR1631948	ERX1702281	HP1507101_O11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631948/HP1507101_O11.fastq.gz	HP1507101_O11	SAMEA4438956
ERR1631951	ERX1702284	HP1507101_O14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631951/HP1507101_O14.fastq.gz	HP1507101_O14	SAMEA4438959
ERR1631952	ERX1702285	HP1507101_O15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631952/HP1507101_O15.fastq.gz	HP1507101_O15	SAMEA4438960
ERR1631953	ERX1702286	HP1507101_O16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631953/HP1507101_O16.fastq.gz	HP1507101_O16	SAMEA4438961
ERR1631956	ERX1702289	HP1507101_O19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631956/HP1507101_O19.fastq.gz	HP1507101_O19	SAMEA4438964
ERR1631958	ERX1702291	HP1507101_O20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631958/HP1507101_O20.fastq.gz	HP1507101_O20	SAMEA4438966
ERR1631959	ERX1702292	HP1507101_O21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631959/HP1507101_O21.fastq.gz	HP1507101_O21	SAMEA4438967
ERR1631965	ERX1702298	HP1507101_O5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631965/HP1507101_O5.fastq.gz	HP1507101_O5	SAMEA4438973
ERR1631966	ERX1702299	HP1507101_O6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631966/HP1507101_O6.fastq.gz	HP1507101_O6	SAMEA4438974
ERR1631967	ERX1702300	HP1507101_O7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631967/HP1507101_O7.fastq.gz	HP1507101_O7	SAMEA4438975
ERR1631970	ERX1702303	HP1507101_P1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631970/HP1507101_P1.fastq.gz	HP1507101_P1	SAMEA4438978
ERR1631973	ERX1702306	HP1507101_P12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631973/HP1507101_P12.fastq.gz	HP1507101_P12	SAMEA4438981
ERR1631979	ERX1702312	HP1507101_P19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631979/HP1507101_P19.fastq.gz	HP1507101_P19	SAMEA4438987
ERR1631981	ERX1702314	HP1507101_P20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631981/HP1507101_P20.fastq.gz	HP1507101_P20	SAMEA4438989
ERR1631985	ERX1702318	HP1507101_P24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631985/HP1507101_P24.fastq.gz	HP1507101_P24	SAMEA4438993
ERR1631989	ERX1702322	HP1507101_P6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631989/HP1507101_P6.fastq.gz	HP1507101_P6	SAMEA4438997
ERR1631990	ERX1702323	HP1507101_P7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631990/HP1507101_P7.fastq.gz	HP1507101_P7	SAMEA4438998
ERR1631995	ERX1702328	HP1508501T2D_A11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631995/HP1508501T2D_A11.fastq.gz	HP1508501T2D_A11	SAMEA4439003
ERR1631997	ERX1702330	HP1508501T2D_A13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631997/HP1508501T2D_A13.fastq.gz	HP1508501T2D_A13	SAMEA4439005
ERR1631998	ERX1702331	HP1508501T2D_A14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631998/HP1508501T2D_A14.fastq.gz	HP1508501T2D_A14	SAMEA4439006
ERR1632002	ERX1702335	HP1508501T2D_A18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632002/HP1508501T2D_A18.fastq.gz	HP1508501T2D_A18	SAMEA4439010
ERR1632005	ERX1702338	HP1508501T2D_A20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632005/HP1508501T2D_A20.fastq.gz	HP1508501T2D_A20	SAMEA4439013
ERR1632006	ERX1702339	HP1508501T2D_A21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632006/HP1508501T2D_A21.fastq.gz	HP1508501T2D_A21	SAMEA4439014
ERR1632014	ERX1702347	HP1508501T2D_A7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632014/HP1508501T2D_A7.fastq.gz	HP1508501T2D_A7	SAMEA4439022
ERR1632016	ERX1702349	HP1508501T2D_A9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632016/HP1508501T2D_A9.fastq.gz	HP1508501T2D_A9	SAMEA4439024
ERR1632018	ERX1702351	HP1508501T2D_B10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632018/HP1508501T2D_B10.fastq.gz	HP1508501T2D_B10	SAMEA4439026
ERR1632021	ERX1702354	HP1508501T2D_B13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632021/HP1508501T2D_B13.fastq.gz	HP1508501T2D_B13	SAMEA4439029
ERR1632026	ERX1702359	HP1508501T2D_B18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632026/HP1508501T2D_B18.fastq.gz	HP1508501T2D_B18	SAMEA4439034
ERR1632030	ERX1702363	HP1508501T2D_B21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632030/HP1508501T2D_B21.fastq.gz	HP1508501T2D_B21	SAMEA4439038
ERR1632031	ERX1702364	HP1508501T2D_B22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632031/HP1508501T2D_B22.fastq.gz	HP1508501T2D_B22	SAMEA4439039
ERR1632034	ERX1702367	HP1508501T2D_B3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632034/HP1508501T2D_B3.fastq.gz	HP1508501T2D_B3	SAMEA4439042
ERR1632037	ERX1702370	HP1508501T2D_B6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632037/HP1508501T2D_B6.fastq.gz	HP1508501T2D_B6	SAMEA4439045
ERR1632038	ERX1702371	HP1508501T2D_B7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632038/HP1508501T2D_B7.fastq.gz	HP1508501T2D_B7	SAMEA4439046
ERR1632040	ERX1702373	HP1508501T2D_B9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632040/HP1508501T2D_B9.fastq.gz	HP1508501T2D_B9	SAMEA4439048
ERR1632041	ERX1702374	HP1508501T2D_C1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632041/HP1508501T2D_C1.fastq.gz	HP1508501T2D_C1	SAMEA4439049
ERR1632046	ERX1702379	HP1508501T2D_C14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632046/HP1508501T2D_C14.fastq.gz	HP1508501T2D_C14	SAMEA4439054
ERR1632047	ERX1702380	HP1508501T2D_C15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632047/HP1508501T2D_C15.fastq.gz	HP1508501T2D_C15	SAMEA4439055
ERR1632051	ERX1702384	HP1508501T2D_C19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632051/HP1508501T2D_C19.fastq.gz	HP1508501T2D_C19	SAMEA4439059
ERR1632057	ERX1702390	HP1508501T2D_C24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632057/HP1508501T2D_C24.fastq.gz	HP1508501T2D_C24	SAMEA4439065
ERR1632058	ERX1702391	HP1508501T2D_C3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632058/HP1508501T2D_C3.fastq.gz	HP1508501T2D_C3	SAMEA4439066
ERR1632061	ERX1702394	HP1508501T2D_C6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632061/HP1508501T2D_C6.fastq.gz	HP1508501T2D_C6	SAMEA4439069
ERR1632062	ERX1702395	HP1508501T2D_C7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632062/HP1508501T2D_C7.fastq.gz	HP1508501T2D_C7	SAMEA4439070
ERR1632063	ERX1702396	HP1508501T2D_C8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632063/HP1508501T2D_C8.fastq.gz	HP1508501T2D_C8	SAMEA4439071
ERR1632066	ERX1702399	HP1508501T2D_D10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632066/HP1508501T2D_D10.fastq.gz	HP1508501T2D_D10	SAMEA4439074
ERR1632070	ERX1702403	HP1508501T2D_D14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632070/HP1508501T2D_D14.fastq.gz	HP1508501T2D_D14	SAMEA4439078
ERR1632075	ERX1702408	HP1508501T2D_D19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632075/HP1508501T2D_D19.fastq.gz	HP1508501T2D_D19	SAMEA4439083
ERR1632079	ERX1702412	HP1508501T2D_D22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632079/HP1508501T2D_D22.fastq.gz	HP1508501T2D_D22	SAMEA4439087
ERR1632080	ERX1702413	HP1508501T2D_D23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632080/HP1508501T2D_D23.fastq.gz	HP1508501T2D_D23	SAMEA4439088
ERR1632082	ERX1702415	HP1508501T2D_D3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632082/HP1508501T2D_D3.fastq.gz	HP1508501T2D_D3	SAMEA4439090
ERR1632085	ERX1702418	HP1508501T2D_D6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632085/HP1508501T2D_D6.fastq.gz	HP1508501T2D_D6	SAMEA4439093
ERR1632086	ERX1702419	HP1508501T2D_D7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632086/HP1508501T2D_D7.fastq.gz	HP1508501T2D_D7	SAMEA4439094
ERR1632088	ERX1702421	HP1508501T2D_D9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632088/HP1508501T2D_D9.fastq.gz	HP1508501T2D_D9	SAMEA4439096
ERR1632090	ERX1702423	HP1508501T2D_E10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632090/HP1508501T2D_E10.fastq.gz	HP1508501T2D_E10	SAMEA4439098
ERR1632095	ERX1702428	HP1508501T2D_E15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632095/HP1508501T2D_E15.fastq.gz	HP1508501T2D_E15	SAMEA4439103
ERR1632099	ERX1702432	HP1508501T2D_E19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632099/HP1508501T2D_E19.fastq.gz	HP1508501T2D_E19	SAMEA4439107
ERR1632101	ERX1702434	HP1508501T2D_E20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632101/HP1508501T2D_E20.fastq.gz	HP1508501T2D_E20	SAMEA4439109
ERR1632102	ERX1702435	HP1508501T2D_E21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632102/HP1508501T2D_E21.fastq.gz	HP1508501T2D_E21	SAMEA4439110
ERR1632104	ERX1702437	HP1508501T2D_E23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632104/HP1508501T2D_E23.fastq.gz	HP1508501T2D_E23	SAMEA4439112
ERR1632109	ERX1702442	HP1508501T2D_E6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632109/HP1508501T2D_E6.fastq.gz	HP1508501T2D_E6	SAMEA4439117
ERR1632110	ERX1702443	HP1508501T2D_E7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632110/HP1508501T2D_E7.fastq.gz	HP1508501T2D_E7	SAMEA4439118
ERR1632111	ERX1702444	HP1508501T2D_E8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632111/HP1508501T2D_E8.fastq.gz	HP1508501T2D_E8	SAMEA4439119
ERR1632114	ERX1702447	HP1508501T2D_F10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632114/HP1508501T2D_F10.fastq.gz	HP1508501T2D_F10	SAMEA4439122
ERR1632116	ERX1702449	HP1508501T2D_F12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632116/HP1508501T2D_F12.fastq.gz	HP1508501T2D_F12	SAMEA4439124
ERR1632120	ERX1702453	HP1508501T2D_F16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632120/HP1508501T2D_F16.fastq.gz	HP1508501T2D_F16	SAMEA4439128
ERR1632122	ERX1702455	HP1508501T2D_F18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632122/HP1508501T2D_F18.fastq.gz	HP1508501T2D_F18	SAMEA4439130
ERR1632123	ERX1702456	HP1508501T2D_F19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632123/HP1508501T2D_F19.fastq.gz	HP1508501T2D_F19	SAMEA4439131
ERR1632126	ERX1702459	HP1508501T2D_F21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632126/HP1508501T2D_F21.fastq.gz	HP1508501T2D_F21	SAMEA4439134
ERR1632134	ERX1702467	HP1508501T2D_F7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632134/HP1508501T2D_F7.fastq.gz	HP1508501T2D_F7	SAMEA4439142
ERR1632139	ERX1702472	HP1508501T2D_G11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632139/HP1508501T2D_G11.fastq.gz	HP1508501T2D_G11	SAMEA4439147
ERR1632145	ERX1702478	HP1508501T2D_G17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632145/HP1508501T2D_G17.fastq.gz	HP1508501T2D_G17	SAMEA4439153
ERR1632148	ERX1702481	HP1508501T2D_G2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632148/HP1508501T2D_G2.fastq.gz	HP1508501T2D_G2	SAMEA4439156
ERR1632151	ERX1702484	HP1508501T2D_G22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632151/HP1508501T2D_G22.fastq.gz	HP1508501T2D_G22	SAMEA4439159
ERR1632157	ERX1702490	HP1508501T2D_G6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632157/HP1508501T2D_G6.fastq.gz	HP1508501T2D_G6	SAMEA4439165
ERR1632159	ERX1702492	HP1508501T2D_G8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632159/HP1508501T2D_G8.fastq.gz	HP1508501T2D_G8	SAMEA4439167
ERR1632167	ERX1702500	HP1508501T2D_H15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632167/HP1508501T2D_H15.fastq.gz	HP1508501T2D_H15	SAMEA4439175
ERR1632170	ERX1702503	HP1508501T2D_H18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632170/HP1508501T2D_H18.fastq.gz	HP1508501T2D_H18	SAMEA4439178
ERR1632176	ERX1702509	HP1508501T2D_H23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632176/HP1508501T2D_H23.fastq.gz	HP1508501T2D_H23	SAMEA4439184
ERR1632179	ERX1702512	HP1508501T2D_H4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632179/HP1508501T2D_H4.fastq.gz	HP1508501T2D_H4	SAMEA4439187
ERR1632181	ERX1702514	HP1508501T2D_H6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632181/HP1508501T2D_H6.fastq.gz	HP1508501T2D_H6	SAMEA4439189
ERR1632190	ERX1702523	HP1508501T2D_I14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632190/HP1508501T2D_I14.fastq.gz	HP1508501T2D_I14	SAMEA4439198
ERR1632192	ERX1702525	HP1508501T2D_I16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632192/HP1508501T2D_I16.fastq.gz	HP1508501T2D_I16	SAMEA4439200
ERR1632195	ERX1702528	HP1508501T2D_I19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632195/HP1508501T2D_I19.fastq.gz	HP1508501T2D_I19	SAMEA4439203
ERR1632196	ERX1702529	HP1508501T2D_I2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632196/HP1508501T2D_I2.fastq.gz	HP1508501T2D_I2	SAMEA4439204
ERR1632199	ERX1702532	HP1508501T2D_I22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632199/HP1508501T2D_I22.fastq.gz	HP1508501T2D_I22	SAMEA4439207
ERR1632203	ERX1702536	HP1508501T2D_I4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632203/HP1508501T2D_I4.fastq.gz	HP1508501T2D_I4	SAMEA4439211
ERR1632205	ERX1702538	HP1508501T2D_I6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632205/HP1508501T2D_I6.fastq.gz	HP1508501T2D_I6	SAMEA4439213
ERR1632208	ERX1702541	HP1508501T2D_I9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632208/HP1508501T2D_I9.fastq.gz	HP1508501T2D_I9	SAMEA4439216
ERR1632211	ERX1702544	HP1508501T2D_J11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632211/HP1508501T2D_J11.fastq.gz	HP1508501T2D_J11	SAMEA4439219
ERR1632214	ERX1702547	HP1508501T2D_J14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632214/HP1508501T2D_J14.fastq.gz	HP1508501T2D_J14	SAMEA4439222
ERR1632218	ERX1702551	HP1508501T2D_J18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632218/HP1508501T2D_J18.fastq.gz	HP1508501T2D_J18	SAMEA4439226
ERR1632219	ERX1702552	HP1508501T2D_J19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632219/HP1508501T2D_J19.fastq.gz	HP1508501T2D_J19	SAMEA4439227
ERR1632222	ERX1702555	HP1508501T2D_J21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632222/HP1508501T2D_J21.fastq.gz	HP1508501T2D_J21	SAMEA4439230
ERR1632223	ERX1702556	HP1508501T2D_J22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632223/HP1508501T2D_J22.fastq.gz	HP1508501T2D_J22	SAMEA4439231
ERR1632224	ERX1702557	HP1508501T2D_J23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632224/HP1508501T2D_J23.fastq.gz	HP1508501T2D_J23	SAMEA4439232
ERR1632229	ERX1702562	HP1508501T2D_J6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632229/HP1508501T2D_J6.fastq.gz	HP1508501T2D_J6	SAMEA4439237
ERR1632232	ERX1702565	HP1508501T2D_J9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632232/HP1508501T2D_J9.fastq.gz	HP1508501T2D_J9	SAMEA4439240
ERR1632233	ERX1702566	HP1508501T2D_K1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632233/HP1508501T2D_K1.fastq.gz	HP1508501T2D_K1	SAMEA4439241
ERR1632234	ERX1702567	HP1508501T2D_K10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632234/HP1508501T2D_K10.fastq.gz	HP1508501T2D_K10	SAMEA4439242
ERR1632240	ERX1702573	HP1508501T2D_K16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632240/HP1508501T2D_K16.fastq.gz	HP1508501T2D_K16	SAMEA4439248
ERR1632241	ERX1702574	HP1508501T2D_K17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632241/HP1508501T2D_K17.fastq.gz	HP1508501T2D_K17	SAMEA4439249
ERR1632245	ERX1702578	HP1508501T2D_K20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632245/HP1508501T2D_K20.fastq.gz	HP1508501T2D_K20	SAMEA4439253
ERR1632248	ERX1702581	HP1508501T2D_K23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632248/HP1508501T2D_K23.fastq.gz	HP1508501T2D_K23	SAMEA4439256
ERR1632249	ERX1702582	HP1508501T2D_K24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632249/HP1508501T2D_K24.fastq.gz	HP1508501T2D_K24	SAMEA4439257
ERR1632251	ERX1702584	HP1508501T2D_K4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632251/HP1508501T2D_K4.fastq.gz	HP1508501T2D_K4	SAMEA4439259
ERR1632253	ERX1702586	HP1508501T2D_K6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632253/HP1508501T2D_K6.fastq.gz	HP1508501T2D_K6	SAMEA4439261
ERR1632255	ERX1702588	HP1508501T2D_K8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632255/HP1508501T2D_K8.fastq.gz	HP1508501T2D_K8	SAMEA4439263
ERR1632261	ERX1702594	HP1508501T2D_L13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632261/HP1508501T2D_L13.fastq.gz	HP1508501T2D_L13	SAMEA4439269
ERR1632265	ERX1702598	HP1508501T2D_L17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632265/HP1508501T2D_L17.fastq.gz	HP1508501T2D_L17	SAMEA4439273
ERR1632267	ERX1702600	HP1508501T2D_L19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632267/HP1508501T2D_L19.fastq.gz	HP1508501T2D_L19	SAMEA4439275
ERR1632268	ERX1702601	HP1508501T2D_L2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632268/HP1508501T2D_L2.fastq.gz	HP1508501T2D_L2	SAMEA4439276
ERR1632269	ERX1702602	HP1508501T2D_L20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632269/HP1508501T2D_L20.fastq.gz	HP1508501T2D_L20	SAMEA4439277
ERR1632271	ERX1702604	HP1508501T2D_L22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632271/HP1508501T2D_L22.fastq.gz	HP1508501T2D_L22	SAMEA4439279
ERR1632272	ERX1702605	HP1508501T2D_L23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1632272/HP1508501T2D_L23.fastq.gz	HP1508501T2D_L23	SAMEA4439280
